fadE	fadR	fadI	fabB	fabR	fabA	fadJ	uspA	fadB	arcA	fadD	fadA	fadL	puuD	ydeA	puuR	rpsJ	betB	betI	betT	betA	ybdN	rplB	rplV	ackA	hybD	hybB	uvrA	hybE	lldP	lldR	lldD	appA	appB	appY	appC	yccB	hyaD	hyaA	hyaB	iscR	hyaF	hyaE	hyaC	narP	narL	napC	napG	napF	napB	napD	modE	napA	napH	ccmC	ccmE	ccmH	ccmF	flhC	ccmA	ccmB	flhD	ccmG	ccmD	nrfC	nrfD	nrfF	nrfE	nrfG	nrfA	nrfB	mdh	glpC	glpB	glpA	fliF	flgE	hdfR	gltK	ygbK	flgI	flgC	ppdB	fliI	recC	gltI	fliL	ycgR	flgJ	hybC	flhA	flgF	fliR	fliG	flhE	ppdA	fliP	flgM	fliO	fliE	flgA	ygdB	fliT	gltJ	flgB	fliM	fliN	ppdC	hybG	hybO	flhB	fliK	gltL	fliD	flgG	fliJ	flgH	fliQ	hybA	fliH	yhjH	flgN	fliS	flgD	hybF	glpR	ydhX	ydhT	oppF	ydhU	cydC	fdnI	cydD	glpD	ydhY	hydN	oppC	lrhA	fdnG	yecR	oppB	moeB	oppD	moeA	oppA	fdnH	qseB	ydhV	ydhW	ytfE	hcp	yeaR	hcr	fnr	fdhF	ubiA	ubiC	focA	nuoN	nuoI	nuoJ	norV	nuoH	dmsC	nuoM	dmsA	nuoB	nuoK	nuoE	nuoL	nuoC	dmsB	nuoF	norW	nuoG	nuoA	ynfG	iraM	dcuS	rpmC	rplC	rpsQ	dmsD	rpsS	rplW	tpx	ynfH	rplD	dcuC	ynfF	ynfE	rpsC	puuA	rplP	narX	fumB	pflB	frdD	dcuR	frdA
0.3348039	0.5090160	0.0854393	0.2648353	0.8502908	0.3824108	0.2200442	0.3003219	0.0980984	0.4229397	0.3232723	0.0023965	0.3818912	0.0014344	0.1992331	0.0712456	0.1657801	0.0655582	0.0693644	0.1872967	0.7475129	0.5099969	0.1964770	0.4484460	0.2498298	0.0172345	0.1098896	0.0259736	0.2274215	0.7153711	0.1203568	0.2626361	0.6687325	0.8171632	0.7357982	0.6607433	0.3761890	0.2571273	0.2462545	0.3100838	0.6570326	0.5957995	0.6241277	0.0291188	0.6838223	0.3939781	0.4627868	0.4378308	0.2430854	0.2084790	0.2019255	0.5380732	0.2366806	0.2223208	0.6164304	0.1253730	0.4821328	0.7017314	0.1793677	0.7365981	0.7270077	0.5005556	0.5034875	0.4819185	0.6787967	0.2480248	0.4915712	0.3320601	0.4046168	0.4834214	0.3870102	0.5255699	0.1152947	0.2000040	0.2479099	0.6203353	0.2900826	0.5718090	0.4167460	0.5835364	0.5685196	0.0764715	0.2975833	0.4705453	0.4441567	0.7527637	0.3043763	0.6098038	0.4830766	0.3212594	0.2520426	0.8347698	0.0767893	0.3719169	0.0755890	0.2678690	0.5446767	0.6677533	0.1770439	0.0181195	0.2891691	0.1281417	0.1020058	0.5792233	0.2895171	0.0846255	0.3439248	0.6524431	0.1572669	0.0603088	0.1432642	0.3466992	0.3624573	0.1463577	0.1119365	0.3207716	0.5814555	0.0227459	0.1219174	0.0977159	0.4654831	0.0218218	0.6686119	0.1779524	0.0057149	0.8146659	0.4328467	0.6172553	0.2500951	0.5673205	0.3442108	0.2040976	0.5940005	0.2098613	0.3223463	0.0774861	0.1416504	0.7355290	0.1078057	0.5027461	0.0709116	0.7168449	0.0560632	0.4139385	0.5024933	0.4747679	0.3728791	0.0578287	0.0379803	0.1928175	0.5846978	0.7101519	0.3508765	0.2966924	0.6142685	0.0000734	0.0034402	0.6031592	0.1961385	0.3784900	0.6590125	0.3937025	0.3281798	0.3442250	0.6744111	0.1842831	0.5970082	0.2194607	0.1370421	0.3388288	0.3050628	0.4723367	0.2384503	0.4245080	0.0520237	0.5005083	0.3975798	0.5424361	0.1882451	0.0008181	0.0940006	0.5179315	0.4963925	0.0629482	0.3776106	0.1403609	0.1715103	0.4290970	0.3099337	0.0096114	0.3761086	0.0837290	0.5803573	0.2417391	0.6698845	0.1214623	0.7396493	0.1751306	0.2949447	0.4366202
0.2514822	0.6540911	0.1305089	0.2625921	0.7351637	0.3736403	0.1816759	0.2878535	0.1108411	0.4495533	0.3115216	0.0000341	0.2362531	0.0065655	0.1448053	0.1358435	0.2723617	0.1426016	0.1656201	0.2206874	0.6775339	0.6374813	0.4387961	0.1189236	0.3235546	0.0758856	0.2061838	0.0297666	0.2178756	0.7465229	0.2693506	0.1635159	0.7734564	0.6720880	0.7174512	0.7132688	0.2986257	0.1696917	0.4925804	0.2714707	0.8005805	0.7364259	0.6045867	0.4485863	0.6149109	0.4084596	0.3338652	0.5703906	0.2050039	0.0697648	0.4709806	0.3589379	0.1346122	0.5689450	0.7305493	0.2342800	0.6240228	0.8198931	0.1669633	0.6294990	0.5797719	0.6254001	0.5131544	0.6275313	0.8050272	0.2569205	0.5142999	0.5334907	0.4351101	0.6144955	0.4784357	0.2696687	0.2723334	0.2222820	0.2716698	0.8539411	0.3719865	0.6139219	0.5380131	0.3623004	0.5340877	0.0400664	0.4020058	0.2942372	0.5031619	0.5749661	0.0211810	0.5005724	0.4668114	0.4624883	0.4735287	0.3089418	0.0565645	0.5349642	0.1707129	0.3636103	0.6207647	0.5158189	0.1501972	0.5668908	0.4682810	0.1249029	0.1746551	0.8139592	0.1987401	0.0366738	0.1470838	0.7463051	0.1395683	0.1693615	0.1164008	0.4509915	0.3637920	0.1826728	0.2228716	0.0233811	0.5268964	0.0335251	0.0356245	0.2150423	0.6898884	0.1673905	0.7140264	0.0785758	0.0232661	0.3007217	0.3077441	0.7454285	0.2619195	0.4699156	0.3230499	0.4169206	0.8255614	0.3940701	0.3834310	0.4319368	0.4626233	0.7892759	0.0751392	0.8133325	0.0518647	0.7746485	0.0741322	0.4091546	0.4945046	0.4864325	0.6988872	0.3346089	0.0594880	0.3101335	0.6835257	0.7360830	0.3408693	0.5299517	0.5980516	0.0042166	0.0000033	0.3603477	0.0752445	0.3420713	0.5371550	0.1940893	0.1526141	0.4966760	0.6597592	0.0014681	0.5724309	0.3891516	0.4489213	0.3730341	0.0353331	0.0873567	0.1938313	0.3239936	0.0874693	0.4215128	0.0995308	0.6532782	0.1741243	0.0091346	0.1973306	0.1529451	0.5319011	0.3101216	0.4509586	0.1755567	0.3786132	0.3315376	0.3804217	0.0306793	0.1734316	0.2983334	0.5505513	0.3362017	0.3487464	0.2851399	0.7069840	0.5207446	0.0154100	0.3079358
0.2449831	0.6817585	0.1072787	0.0640816	0.6297837	0.4216617	0.1075981	0.2819522	0.1012722	0.6588145	0.2288836	0.0080412	0.2781062	0.1326173	0.1485706	0.0584594	0.1030745	0.4398988	0.0151425	0.7288833	0.5180297	0.6631762	0.6587105	0.0003295	0.1803778	0.0686010	0.1059495	0.0309717	0.1729594	0.6607081	0.3191189	0.2168656	0.6053680	0.7637976	0.6273197	0.5404989	0.4429631	0.4770624	0.2523590	0.2187333	0.6156590	0.6945990	0.3328844	0.0139765	0.6107754	0.6110035	0.5956230	0.3562949	0.0382386	0.1827288	0.4320427	0.6798401	0.0025594	0.0964887	0.6796440	0.1021414	0.4017515	0.5566958	0.4466772	0.7856741	0.6041280	0.3884620	0.4408561	0.5380143	0.5558847	0.5303579	0.6391316	0.4340879	0.5573590	0.5562924	0.4677836	0.2371026	0.3642097	0.0507221	0.5434468	0.5411058	0.4708078	0.6801337	0.5749039	0.5235890	0.6862554	0.1605306	0.3922122	0.4057832	0.4615643	0.6360093	0.0055366	0.6190733	0.6467932	0.3275921	0.3988242	0.2736802	0.0145712	0.2908048	0.0857336	0.4194091	0.4869024	0.5708259	0.1169527	0.0133252	0.1357471	0.3003608	0.1422076	0.5728133	0.1459572	0.0286542	0.0653201	0.6307130	0.0834570	0.0821434	0.2215452	0.3648063	0.2738907	0.3396213	0.2915683	0.0156850	0.5551333	0.2184050	0.0629129	0.0850659	0.5277153	0.2281362	0.6142431	0.3779731	0.0017032	0.7083194	0.1616965	0.4897275	0.0624168	0.7411608	0.3873368	0.1404617	0.7247582	0.2709515	0.0567314	0.0712882	0.1770213	0.6707170	0.2832784	0.7371674	0.0088283	0.5799995	0.0338563	0.2089080	0.4009374	0.2593442	0.7367213	0.1726040	0.2056627	0.0717112	0.5110823	0.5096736	0.5088289	0.3239444	0.7000225	0.0012938	0.0017489	0.3895901	0.2808829	0.4156523	0.4060154	0.1338086	0.2451947	0.3487067	0.6569780	0.0008848	0.0231831	0.3816441	0.3238228	0.4695402	0.2217299	0.4157851	0.2704614	0.3737117	0.1092607	0.4891855	0.0396125	0.7324003	0.0985234	0.0304477	0.1139385	0.1262417	0.4419630	0.0800998	0.4331287	0.2091488	0.0392083	0.3788507	0.5254412	0.1802684	0.0378151	0.3501176	0.7990120	0.3437245	0.6042511	0.1890663	0.6914383	0.2038233	0.0038738	0.1900893
0.1770017	0.7913858	0.0564738	0.0537461	0.7383928	0.1399999	0.1268493	0.1633673	0.1582012	0.5283605	0.2252316	0.0000851	0.2332466	0.0007807	0.1685260	0.0319427	0.4027008	0.1427571	0.0292053	0.6985745	0.7889401	0.7139260	0.3788823	0.0755241	0.1881263	0.0658131	0.0963259	0.0171079	0.1466547	0.4529891	0.2981912	0.3155168	0.6378959	0.6702536	0.7411619	0.5826968	0.3842811	0.5043951	0.0859479	0.6258029	0.4428633	0.2053438	0.4721834	0.2511033	0.7362700	0.4950357	0.3935641	0.5041950	0.0477623	0.3972190	0.4881075	0.7421775	0.0196114	0.2908348	0.6725169	0.1611807	0.6549569	0.7053668	0.3086235	0.8529851	0.5494657	0.4040436	0.3220523	0.7356892	0.5782926	0.2901821	0.4328888	0.5779208	0.4385291	0.8906263	0.4376019	0.1836962	0.2398976	0.1446388	0.1638608	0.5988340	0.3822108	0.6093223	0.7507475	0.5607761	0.5062177	0.2692204	0.3631338	0.4834091	0.5560799	0.7776713	0.1347993	0.6771539	0.4806380	0.3004284	0.5980756	0.4299267	0.0649331	0.4804827	0.2947108	0.2591338	0.5992333	0.5676612	0.2192567	0.0929903	0.3979941	0.1825390	0.1524104	0.6515015	0.3568850	0.0096891	0.1834235	0.7598485	0.0712590	0.0241070	0.2063839	0.4191574	0.4131301	0.1675309	0.4331125	0.0188601	0.7880926	0.0843937	0.0548933	0.1650041	0.5004867	0.3325608	0.5979825	0.1523958	0.0080929	0.6452061	0.2101507	0.7572586	0.0573553	0.6821619	0.5052866	0.1621030	0.6174895	0.2445379	0.1754145	0.2103109	0.2416802	0.7566542	0.2323750	0.6907726	0.0192742	0.7248132	0.0306873	0.3384883	0.4000790	0.6495424	0.4704551	0.3557936	0.0270783	0.0002212	0.5571244	0.6266937	0.5928418	0.4168689	0.6119158	0.0127059	0.0014488	0.6134501	0.3818612	0.4365658	0.2121064	0.2954055	0.1920616	0.2175270	0.5616957	0.0063557	0.6811298	0.2549056	0.2430078	0.4585636	0.1092005	0.3428809	0.2933458	0.3725165	0.0773266	0.6157970	0.2042016	0.7303099	0.1127132	0.0682038	0.0652010	0.0217777	0.5654882	0.1062457	0.1603054	0.0544639	0.3778719	0.5421363	0.3303570	0.2003076	0.2147831	0.4122979	0.3773188	0.2806263	0.4515259	0.4474801	0.6794907	0.1965200	0.2165198	0.3385627
0.2089097	0.7046259	0.0337251	0.3345762	0.6751071	0.3315250	0.1448784	0.1688761	0.0712530	0.6420326	0.2572168	0.0008431	0.0812399	0.1204905	0.0984114	0.0509770	0.1933650	0.3468649	0.0740112	0.3587915	0.6139843	0.6456656	0.2304618	0.2043463	0.2784378	0.1251711	0.0867001	0.0244105	0.1513227	0.4787725	0.1910780	0.2635380	0.7227933	0.6861228	0.6778893	0.6444575	0.5135027	0.5130851	0.1347925	0.1723600	0.6840324	0.6682010	0.6111351	0.0937776	0.7942684	0.4058647	0.6008872	0.4977535	0.1494827	0.1946507	0.4741903	0.4906401	0.1183788	0.2344052	0.6114774	0.2033459	0.6791895	0.7286187	0.3768638	0.7808056	0.6276898	0.6519168	0.5887317	0.5694113	0.7727360	0.3792838	0.5229086	0.3810986	0.4178231	0.5830410	0.4622082	0.1293815	0.6833863	0.4546332	0.4598376	0.7259855	0.4809688	0.6019389	0.6741783	0.5582101	0.5132400	0.1619968	0.3430095	0.5372162	0.5967163	0.5842258	0.0267568	0.7783983	0.5926819	0.4232391	0.5634587	0.3554250	0.1252671	0.3472382	0.3019071	0.5049642	0.7353266	0.5815010	0.3333371	0.4375516	0.3064335	0.3772916	0.4693710	0.6724075	0.3496364	0.1918355	0.2893953	0.6925661	0.0123672	0.0026074	0.3864898	0.3896105	0.4872042	0.3729179	0.5952555	0.1098292	0.6763256	0.3771433	0.0221953	0.2872281	0.6548610	0.5911419	0.7618504	0.2404947	0.0111431	0.7536797	0.1920184	0.6871897	0.2489762	0.4586642	0.4978829	0.2730046	0.5618568	0.1724277	0.1507108	0.7621897	0.3252216	0.7331125	0.2606219	0.5900627	0.0180979	0.5898388	0.0400084	0.3994126	0.4007931	0.6233045	0.7054232	0.4870440	0.3443384	0.0003275	0.4667512	0.5808844	0.3439320	0.3787704	0.5979699	0.0022749	0.0235449	0.3159296	0.3422797	0.3365044	0.3712998	0.1757562	0.2339569	0.5379200	0.6413095	0.0878815	0.7337359	0.4874851	0.3034982	0.3940854	0.2121315	0.4369563	0.3128476	0.5479032	0.1834045	0.5451432	0.0110536	0.5094899	0.1606648	0.1170694	0.1424256	0.2635397	0.2255985	0.5390839	0.2829138	0.1521021	0.2098058	0.3519562	0.3798883	0.0819945	0.2394501	0.3436737	0.3597008	0.4788772	0.5172798	0.1008089	0.6014450	0.3240919	0.0061681	0.2444543
0.1843725	0.6832423	0.0933084	0.3266565	0.8524229	0.1784099	0.1338316	0.1261001	0.1330365	0.6880662	0.2336458	0.0012164	0.2206835	0.1055372	0.1631335	0.0166382	0.0493615	0.1461185	0.0959069	0.2629987	0.7766794	0.5757700	0.2694467	0.1058748	0.2926847	0.0387154	0.1082137	0.0239250	0.1629659	0.4187579	0.2521673	0.3531617	0.6414452	0.7055243	0.5284826	0.4924616	0.5497362	0.4103336	0.4345549	0.2656208	0.4646583	0.6062099	0.3414142	0.0852133	0.6498906	0.4646521	0.5051025	0.6476852	0.4563481	0.2624143	0.2011662	0.5588086	0.2584504	0.4060408	0.6224687	0.3525214	0.5511215	0.7065660	0.4068512	0.6779494	0.5773965	0.4352406	0.8175055	0.5358871	0.5972531	0.3020174	0.5958375	0.5016319	0.4950832	0.6269532	0.5210360	0.3579818	0.4208894	0.0885971	0.5408059	0.6752930	0.3792002	0.6037486	0.5460040	0.5370383	0.5501026	0.4745940	0.6046628	0.4726013	0.6391126	0.5306835	0.0024911	0.6857202	0.5395764	0.2414317	0.4411843	0.3844583	0.1447760	0.4634270	0.3559949	0.3825585	0.6071967	0.4792959	0.3008056	0.0507853	0.2917618	0.3030142	0.1750952	0.6740613	0.2957111	0.0056639	0.0933144	0.6696232	0.0014652	0.0061041	0.4243713	0.2785722	0.3217521	0.2580475	0.3508410	0.0328605	0.5463399	0.1217275	0.0747737	0.0705479	0.4805616	0.1062161	0.6405702	0.1439258	0.0053513	0.4382065	0.1101745	0.7651175	0.2001968	0.4277554	0.2138996	0.1178391	0.6645319	0.3127849	0.1127880	0.2305102	0.2624438	0.6901900	0.0511421	0.6416309	0.0021077	0.4684307	0.0111490	0.4982064	0.3808710	0.5144567	0.4429950	0.0656989	0.0336271	0.0000371	0.6020519	0.6261209	0.4457197	0.2411073	0.6302012	0.0037373	0.0063827	0.5273722	0.1489028	0.2900665	0.3823549	0.4518825	0.3645566	0.2607153	0.6595694	0.0898762	0.7712861	0.4425344	0.1565978	0.4482035	0.0699360	0.0399789	0.2036445	0.5744117	0.2426753	0.3765935	0.0360848	0.7720995	0.0998103	0.0225203	0.0908816	0.4154039	0.3439442	0.2874631	0.1948276	0.2292129	0.3156015	0.4846789	0.2615620	0.0051668	0.3845385	0.1918462	0.5464620	0.3486528	0.7956641	0.4570081	0.2588888	0.2117436	0.0231648	0.2759982
0.2562872	0.6374895	0.1005792	0.4164377	0.3629243	0.1828639	0.1820888	0.2105003	0.1175870	0.5526830	0.1233488	0.0004934	0.2356489	0.0037817	0.0746526	0.0656362	0.2720521	0.3390216	0.0863156	0.3730496	0.7226575	0.5611673	0.4888390	0.3731185	0.2626456	0.0246284	0.0727982	0.0207372	0.2630026	0.5753116	0.3825590	0.3656567	0.4949150	0.4303198	0.4370943	0.5308970	0.2301025	0.0833809	0.1980496	0.3410838	0.6585664	0.5717149	0.4336457	0.0320701	0.6879776	0.2603369	0.5288488	0.4169468	0.2406961	0.1465060	0.2793560	0.7091223	0.0246830	0.5629411	0.6973635	0.1791183	0.6133123	0.7817754	0.4714782	0.7477825	0.6738844	0.7042591	0.4420214	0.4807268	0.5445300	0.4275021	0.5946036	0.2714083	0.6266660	0.4634384	0.6965654	0.0302086	0.5517759	0.1049762	0.5793302	0.6354464	0.5036147	0.5690764	0.5133107	0.5374091	0.6107307	0.2983351	0.4563421	0.5425540	0.7456915	0.6494021	0.1567273	0.7148894	0.6315864	0.5016661	0.6073413	0.7254224	0.3523769	0.6749816	0.1929654	0.3475004	0.5614801	0.6572900	0.3587422	0.4969353	0.4620926	0.3434571	0.5105734	0.6712280	0.4240274	0.3392355	0.2839157	0.6570850	0.0037988	0.0428882	0.4589442	0.4393810	0.5945746	0.4198450	0.6540106	0.3528967	0.8082305	0.3420942	0.1718843	0.1799318	0.5347057	0.3772297	0.6169131	0.2184117	0.0187756	0.8430268	0.1741886	0.6884243	0.0438084	0.5249333	0.6692125	0.4369272	0.6788650	0.1483988	0.2539340	0.5102750	0.1230426	0.6690661	0.2578099	0.6313227	0.0013319	0.6298686	0.0119001	0.4451213	0.4815130	0.4811511	0.6783890	0.3802527	0.0420936	0.0001270	0.5380270	0.5561097	0.4444093	0.3844606	0.6538101	0.0009438	0.0024933	0.6114670	0.2859858	0.3941833	0.2715036	0.5273397	0.1377497	0.2463259	0.6394884	0.0016516	0.6531452	0.3151458	0.1521498	0.2501170	0.0312320	0.3177929	0.0335379	0.6320244	0.1552110	0.6532998	0.0178922	0.7153582	0.1912445	0.0009691	0.0731430	0.2446481	0.2757410	0.2602068	0.2181624	0.0277937	0.0885876	0.5483977	0.2583620	0.1473250	0.1508861	0.0801705	0.6208560	0.2781341	0.6024626	0.0947047	0.6783687	0.3044929	0.0107617	0.2538484
0.1451700	0.6344838	0.0766355	0.0169677	0.6074077	0.2250217	0.1820173	0.2126921	0.0168970	0.5793974	0.2375114	0.0008334	0.2641673	0.1015624	0.0506916	0.0747937	0.1401650	0.4132873	0.1409506	0.3307722	0.7238562	0.6665233	0.5244499	0.0003561	0.1994519	0.1026795	0.1121443	0.0263538	0.1887512	0.6890778	0.2712798	0.3698483	0.4483287	0.6762258	0.5959692	0.5323441	0.3543339	0.2830392	0.5667836	0.8231856	0.7053938	0.4188725	0.5970810	0.0155436	0.6288941	0.4662928	0.4659466	0.2950818	0.2759567	0.1595808	0.4079980	0.6961080	0.1582385	0.1717448	0.7406451	0.5030767	0.6396603	0.7234355	0.5974496	0.7249955	0.6354490	0.4725871	0.4969089	0.6290178	0.6880512	0.4041725	0.6857186	0.3516341	0.6651148	0.5923871	0.4337868	0.2549740	0.4225239	0.0424941	0.2760194	0.7145781	0.5513205	0.7858745	0.4867029	0.5361761	0.6546797	0.3846761	0.4697974	0.5329310	0.5604692	0.7064132	0.2705188	0.5916418	0.6178953	0.3633269	0.4202983	0.2605939	0.1354396	0.4388363	0.1267977	0.5509887	0.4259599	0.7068463	0.3536723	0.2422601	0.2421519	0.4004361	0.4095090	0.7007726	0.3390521	0.4227627	0.2170208	0.6470988	0.0699961	0.0013919	0.3400471	0.5818313	0.4190560	0.4122094	0.5977189	0.0244303	0.5808858	0.4896156	0.0345825	0.2436643	0.4895060	0.0235624	0.6941235	0.1259239	0.0150531	0.6546029	0.3808224	0.6845136	0.2067824	0.1649851	0.5001689	0.2130192	0.5471780	0.1931652	0.0983661	0.0923112	0.2421117	0.7449781	0.4742167	0.6408534	0.0015508	0.4619759	0.0130563	0.3797133	0.5618674	0.3278244	0.6364012	0.0966323	0.1717696	0.0091607	0.7761804	0.7005553	0.3476608	0.3158886	0.6765495	0.0014812	0.0009958	0.2839625	0.3687029	0.2165649	0.3465120	0.3673025	0.2057626	0.3769901	0.5887653	0.0636613	0.5590706	0.4564012	0.1222957	0.4642518	0.1583997	0.1507570	0.2088622	0.2834478	0.0916779	0.5454568	0.0823321	0.7601725	0.2540487	0.1214045	0.0933624	0.0581685	0.1789962	0.0401392	0.5081122	0.0988286	0.0578797	0.5705440	0.5671684	0.0055074	0.2089621	0.3100066	0.5407727	0.4405769	0.4111390	0.1300559	0.5796955	0.4721032	0.0102055	0.1809107
0.2426611	0.5350150	0.1072225	0.2114898	0.6355768	0.5079219	0.1548322	0.2427789	0.0783786	0.4436183	0.3153453	0.0026037	0.2062969	0.1128546	0.0298433	0.0532609	0.0142292	0.3520173	0.0907681	0.3242069	0.6547620	0.4276609	0.4610482	0.1039496	0.0813951	0.4669174	0.3185775	0.0405737	0.4579619	0.6772090	0.3261494	0.3307650	0.8030021	0.7291774	0.6475915	0.6779330	0.3897838	0.3562765	0.0747887	0.2654476	0.6499356	0.5631042	0.5591478	0.0295007	0.6979343	0.1478138	0.5457139	0.5201661	0.5685609	0.2109409	0.1937060	0.7298872	0.0485727	0.4516043	0.6256457	0.1772364	0.6301282	0.6554163	0.4682281	0.6105256	0.6139932	0.5594687	0.4600857	0.6971569	0.5839196	0.2733968	0.6585412	0.2377467	0.4888232	0.7139578	0.4163863	0.1973079	0.3148367	0.2058782	0.3756642	0.7271587	0.5492153	0.4908094	0.5818257	0.7511976	0.6048988	0.2429784	0.6226496	0.7581496	0.6695828	0.7879738	0.0347887	0.6926592	0.5448646	0.6747311	0.6817192	0.4950286	0.2177718	0.5378019	0.5276132	0.4971263	0.4831863	0.6888936	0.3147589	0.4594719	0.4703201	0.4527533	0.4427860	0.5634167	0.3554114	0.3007758	0.3022811	0.6974529	0.0622813	0.3695746	0.5975644	0.4528410	0.6043271	0.5261797	0.6357847	0.0689749	0.7195447	0.2798485	0.4216314	0.1623562	0.5487266	0.3106621	0.7697010	0.1978577	0.0886582	0.7004313	0.5160701	0.4596893	0.1786899	0.6173569	0.1871266	0.0953216	0.3779416	0.3342749	0.2982481	0.5681455	0.1475772	0.7476141	0.1398182	0.5146762	0.0123416	0.3070795	0.0212360	0.3772331	0.3058882	0.7194930	0.7112979	0.3392459	0.3293757	0.0486354	0.6522937	0.4424971	0.2686503	0.2225537	0.4072978	0.0583946	0.0310453	0.5265185	0.3362380	0.2603310	0.2251748	0.6096465	0.1364354	0.3054051	0.6628732	0.0278518	0.5787825	0.5393423	0.0918996	0.4621336	0.0439980	0.4272402	0.0067732	0.7135188	0.4255685	0.5384722	0.3230165	0.5084411	0.1022291	0.1411271	0.0363518	0.6011985	0.5489025	0.1162176	0.1460515	0.3548069	0.0254895	0.5231575	0.2325100	0.3145670	0.0040374	0.1946480	0.5080375	0.1805303	0.2915931	0.3672940	0.6379656	0.4615719	0.3747773	0.4721667
0.2982609	0.5654008	0.0783230	0.3097740	0.8504553	0.2623637	0.0393110	0.2918458	0.0408795	0.6378980	0.3588728	0.0017225	0.2621972	0.0021581	0.1611625	0.0776360	0.1230202	0.2925517	0.0753117	0.3853822	0.7553850	0.5744446	0.3640317	0.2078311	0.4012574	0.0165878	0.1993031	0.0071104	0.2980332	0.5284291	0.1888934	0.1107689	0.5716897	0.6880832	0.6392954	0.7531213	0.5458982	0.2465081	0.5455893	0.1347022	0.3303906	0.6135128	0.5281876	0.4757637	0.4944752	0.2595386	0.6211144	0.5273107	0.3492315	0.3045741	0.6045081	0.6477996	0.0675513	0.2279501	0.7249510	0.1928615	0.5252482	0.6243900	0.6428226	0.7517802	0.7490342	0.5921287	0.7693489	0.4643532	0.6477853	0.5180246	0.7702337	0.4320140	0.4396501	0.5707203	0.4691515	0.1658588	0.7966836	0.1668783	0.2007896	0.7748060	0.6304149	0.4374073	0.7242238	0.7643403	0.5878565	0.3669908	0.5715155	0.4924999	0.6263112	0.6560607	0.3638780	0.7108333	0.5663859	0.5769199	0.4934767	0.3815490	0.3389539	0.5327236	0.2706023	0.5362247	0.6620760	0.5593924	0.5236893	0.6928609	0.6019964	0.5582084	0.5164298	0.5844331	0.4433572	0.2217845	0.4401720	0.6994858	0.1611033	0.0372481	0.4382020	0.4407860	0.5527242	0.5548858	0.7680237	0.3344337	0.7199936	0.6191759	0.1742515	0.3660638	0.6195426	0.5388081	0.6972942	0.2404036	0.0067958	0.5868068	0.1667827	0.5966826	0.1538725	0.4524348	0.4721353	0.2028183	0.7001021	0.2326631	0.1883590	0.7442999	0.2002031	0.6285676	0.0007350	0.8363889	0.0008729	0.4367850	0.0168884	0.2212434	0.4255560	0.5943524	0.7018754	0.2487492	0.4735860	0.0874422	0.5182591	0.5341283	0.4159524	0.2226683	0.6708210	0.0101213	0.0034361	0.3777716	0.1683197	0.2668260	0.4543156	0.5134553	0.4193749	0.2869467	0.8136456	0.1930186	0.6021415	0.3747520	0.0699742	0.4262372	0.1828489	0.2167624	0.0246931	0.7262225	0.0500249	0.6515208	0.1214519	0.7034200	0.1292691	0.0061740	0.0883853	0.2942985	0.4940892	0.0331607	0.2001643	0.1765299	0.3287526	0.3262373	0.4257243	0.1264014	0.0629322	0.2173594	0.6414074	0.3562476	0.5969277	0.3070747	0.6446481	0.5724296	0.0658293	0.2988312
