phoB	argP	dnaA	recF	dnaN	nrdB	nrdR	fis	mtlR	marR	glcC	xylR	hupA	hupB	marA	rob	putA	soxS	soxR	gadX	marB	micF	nrdA	fumC	inaA	zwf	nfo	tolC	ygiA	ygiB	ygiC	acrB	acrA	sodA	pgm	rfaY	seqA	rfaZ	fpr	pqiB	pqiA	poxB	xylH	slp	dctR	xylF	xylG	mtlD	guaA	guaB	mtlA	tyrP	ptsG	gadC	gadB	galK	galT	galE	galM	mtr	yhiD	hdeB	hdeA	gadA	metU	aslB	thrT	pgi	proM	glnU	thrW	psiF	leuW	mazG	leuP	fldB	tufB	alaW	topA	trmA	ybaS	serT	ybjC	glnV	leuX	gyrB	argX	tyrT	glyT	metT	hisR	gltX	fldA	mltF	phnI	valY	aspV	phnK	phnC	phnD
0.4218310375931374	-0.09579198543391743	-0.39303592197012704	-0.1762022537599158	0.017179203476278083	-0.05309377470457733	0.1619237943749701	-0.22196185644555685	0.32612840400437326	0.14553230438156542	0.1649604973853968	-0.15304955497427342	0.09031465333342908	-0.2747746294660554	-0.4184208207524047	0.5563342268432298	-0.008967560631416113	-0.055308261369102045	-0.1214587964379374	-0.12069960205685823	0.29345529339186327	0.1023503176166809	0.16838379798216513	-0.11392345138481337	-0.3151123943856315	0.24390805250094608	-0.252664689542543	0.39166456476179307	0.19636293942137406	-0.1309530046892866	-0.06969243166979112	-0.37852131174326925	6.026785287753062E-4	-0.17438755285699903	0.28964523189904046	-0.016853359328068928	0.4043799607451305	-0.07778220583884636	-0.07988818626106149	0.12505714146231106	-0.01066310908482394	-0.14238702795557054	-0.20464625181899618	0.0905255702382417	-0.11033294861467792	-0.6116972375650247	-0.29567232491866247	-0.06657423858561501	0.18504670345275376	0.08076060595982075	0.14143935030245341	0.03996636979380484	-0.2203402822268431	-0.22717211021091457	0.04472963378025135	0.0807576530669818	-0.3450412040600999	0.36504502969144553	0.27238211482810015	0.44993696754679846	0.024316182916636578	0.20595196707433805	0.22032650494399805	-0.33949549855371486	-0.725493162189196	-0.2627204802005018	0.2963561067040137	0.2640310676054133	0.25303685792794434	-0.16642643573765523	-0.29263664181015725	0.15036337774302966	0.13996398749986655	0.05265174709649816	-0.08696642461567736	-0.3410434903633008	0.44947839965935316	0.3485414218415709	-0.006225623933110251	0.2788072338351992	0.09248839464105486	0.16676314032355996	0.026643437893671837	-0.20736421228464622	-0.02714633161192021	-0.0019560266578419467	-0.23282045312860114	-0.11631362914877687	-0.5416890118648497	-0.003735949342726379	-0.10130012413399733	0.009390046916755199	-0.02915804499307788	0.27299698494332075	-0.024474920744134994	-0.20078406956208641	0.32972607160885925	0.2491335009611458	-0.14536933559377274	-0.20119458208952581
0.26126579197314004	0.15615093800585633	6.802367145585915E-4	-0.06453583247349735	-0.06846375605836746	0.0607751361172696	0.46898890333487664	-0.13242713391226205	0.2871764289453147	-0.026657572501528885	-0.14117602865882353	0.38362586668414567	0.0014336771834467866	0.01322501064263637	0.11191798016866142	0.11972293694789231	0.13074675588443202	0.01963637955588182	0.13756443086612208	-0.11700958337587479	-0.1498331867712842	-0.2819411473267987	-0.3227003874391111	-0.2845608963214638	-0.15787670529594686	0.22691631086068767	-0.07510448310904982	-0.06893182823435864	-0.31782836010815174	0.14138838497733924	0.1805012044886344	0.03516132149613377	0.13060943962643431	0.6121768576353698	-0.16869936702714028	-0.32892053658756704	0.19157693406372822	-0.0159545295522483	-0.28049377520629404	0.07403603459289593	-0.12040938288900221	-0.26473267387033483	0.28902229228309023	0.8550678081964069	0.08437201861066743	-0.2849200952948247	-0.32831291945722973	0.3755532048237828	-0.6865066175780216	0.3615116251751662	0.353671059187933	0.4681928562805549	0.16083774870009443	0.09476177338819876	0.19407464857856818	0.39533017162614287	-0.02043362367806331	0.24525649298560784	-0.49643583591917756	-0.11061229547121336	0.16315007811655896	0.15633141039051213	-0.1899215776937218	-0.24686580304969855	0.3998041518711693	-0.2574846603393775	-0.09091672029145106	-0.07967644007913695	-0.23628386803551873	-0.11211616339325002	-0.1838286867286545	0.20673712374112016	0.10431195754273377	0.05909326049064129	0.37820047068860757	0.31912469955818823	0.20540760149127882	-0.04621685145250683	-0.15232739016179472	-0.0972067921760615	-0.3841461087738552	-0.18003192536976073	0.3366114541467084	-0.11446644559696957	-0.04048045696574243	-0.15945144967646882	-0.1043373339977043	-0.1278222436028575	-0.10332353820680165	0.077510971380509	0.25021574919988326	-0.21137480396111227	-0.08847107243637925	-0.03301962417385109	0.29394485383535335	0.6712001251850694	-0.02624956770770608	0.2644800285248083	-0.48444949597916215	-0.20424000041053342
-0.036857469629736656	0.22631513281890941	-0.14188954471210022	0.2542172282530153	0.09776658874580883	0.2513222897362823	0.15304159697230688	0.06686894358351582	-0.2344157403736226	0.25308112314687864	0.23879907133591222	-0.251422158945727	0.08096933298747358	0.09411479822625037	0.25934083271764014	0.08234850410253432	-0.10505715624493574	0.19649463002631204	0.2680363352106835	-0.19069863820999164	0.4385168970107811	-0.3561390263496253	-0.2541033033818361	-0.20928664133643604	0.30730837907159664	-0.10107383273542941	-0.371751622960185	-0.05086652884973308	0.41509066898089236	-0.15746330191868008	-0.044985994255367444	-0.09598002613132216	-0.031333562263251166	0.2992933343672858	0.10096983063989913	-0.030114895866811972	0.30577354179712707	-0.21332403095923533	0.18267069346670242	0.3706041911930838	0.015811046466544385	-0.05585243561225629	-0.1970554558876883	0.15595707203726936	0.24566081526206696	-0.33253969982442777	-0.27674012580555435	0.2412352267924981	-0.040454706484935585	-0.04460161802999593	-0.2616168497046282	0.2566526599159447	6.05614233893526E-4	-0.350622471844141	0.34587268784540776	-0.2752046099973918	-0.05446273600591506	0.1999519503061206	0.09609437237214018	-0.21534158332099512	-0.028509858359773415	0.3745629644678394	0.5040673164443475	0.00874910490931206	4.2045736755008775E-4	-0.6059457374264074	-0.4225465454787323	0.09183245662830729	0.0860283585314377	-0.3224760491445304	4.582534371798717E-4	-0.2180892076937174	0.6560355636742013	-0.3190297248786131	-0.08424872414693471	0.12746091715031846	0.12073650677414055	-0.10282216854823714	0.12147498406375494	-0.10891083490386388	0.02854262034354381	0.06723204035612577	0.31366290865566926	0.2826684699520055	-0.20493581419903095	0.08422048900414777	-0.2524100212824896	0.16850649671709655	-0.23048964659540916	-0.3370779377526566	-0.06150075069387733	-0.26611343373266283	0.10362938527298825	-0.35154907866246676	0.14189176903360634	-0.23053246695825041	0.10519866866150795	0.455721842408098	-0.2693649405330877	0.10099938361807934
0.06744430186361954	-0.006661732644227057	0.29729431162477565	-0.7887306400614389	0.49305474702764857	0.1254939319333278	-0.14882514908125297	-0.1834083587529239	0.8716112547443141	-0.14020761979413995	0.22261548887810917	0.00905946462116561	0.19457547533190997	-0.15900084330134917	-0.24245470120884788	-0.22918199444661888	0.19197165067436608	-0.21910990650577	0.22142246798089568	-0.19271928243774675	-0.02712514965482191	-0.21368663508495372	-0.5419074847931956	-0.25872835786525983	-0.02544065406953365	0.4135115960185364	-0.1624657720724152	0.4004284072101615	-0.23028252520203257	0.22494909325069717	-0.13671259964477028	0.3982368447593132	0.0595465626496054	-0.16747042269608048	0.19706327715508593	-0.17013497049562615	-0.22063427950962988	0.2921065181673234	-0.18100390473636954	-0.40875325872702284	-0.16219220104352583	0.29217825546739984	0.07094884813851497	-0.0978747135448663	0.025321819029979306	0.4324673902279043	-0.0021924065156224445	-0.26836245855119567	-0.001327566103940038	0.02380291687511126	0.46849025487747803	-0.024573045763407037	-0.5027518140481148	-0.036170824222330936	0.31861620234857935	0.02637004674525679	-0.38718651825750755	-0.17906672845090335	-0.30002377737220315	0.41798299162935243	0.0826260565496769	-0.4134375420351241	0.17773148037893324	-0.47950657947454967	0.19557239702179474	0.14700738909300345	0.2000329687038199	0.3977377862397047	-0.10866816911343329	0.11685266539035641	0.05404791869724157	-0.06572774961666321	0.06623627130750567	0.12931459379876686	0.040465160506278096	-0.3375836009604718	-0.3323484513153511	0.11800083695386361	0.3720868723343681	-0.3289087259382515	0.42661752024149996	0.015041049056702303	0.012244190100650969	0.1597062299522644	-0.11845104342034816	0.07268232618238885	-0.23678728762070525	-0.3728461309078943	-0.22419474696709246	0.2522408736912688	0.3861053435295073	-0.04242234082436408	0.31154112418932145	0.2267479719209873	-0.2952312944257695	-0.3152813485674281	-0.005071332453380581	0.17522445112154136	-0.4586705641802278	0.041584771414831016
-0.04344340494281452	-0.019747804681505433	-0.09004879675868557	0.0020740879615909736	0.06166223959510345	-0.3367917531203827	-0.6021971944580494	0.014905985129745117	-0.3347681113110127	0.3139719544194693	0.011473944582367506	-0.13311047219364133	-0.013024847676225818	0.026449638421524736	-0.4004850381810776	0.0011502729476876253	-0.036556875333087026	0.06758776282118482	-0.10975603976021787	-0.23724408388273693	-0.2509184198284778	0.3990728645392561	0.1830486951865584	0.2160305903476213	-0.03782487860967172	0.09830791509562944	-0.11926079782000228	0.11520955719499612	-0.16825933323369935	-0.16993591446081482	0.5954742311316634	-0.20281708315279148	0.29825306391740464	0.3222140281690234	-0.24182248092819678	-0.08631422430129548	-0.26110521788874436	-0.21033486991116257	-0.261810763517375	0.026493864844037363	-0.014779158579093257	-0.059190643146253455	0.08671537250787024	-0.3317636158061397	-0.16474915086594683	-0.1074460516346554	-0.005441887037415911	0.3119479707649804	-0.3194464885586932	0.16710357953783914	-0.3685847230622668	0.11185121757646317	-0.35229024716700663	-0.49480736884518417	-0.08932090425171971	0.33920139244968783	-0.5520821306651276	-0.11014496935602641	-0.3263289332644813	0.13789227565266596	0.26748733895583404	0.1887374475618097	0.14461203308317278	0.11274073483247429	0.19550011853523322	-0.8228095791012209	0.42683854673971944	-0.26337906609945105	-0.24465157409387514	-0.609358974000801	-0.1722375032205446	0.08418429048801782	0.1655682096012191	0.026415318338506674	-0.25347549049363316	-0.15586793512459152	0.307472541312961	0.12372830538849203	-0.10309553458821809	0.0019796505895765234	0.10480021428739876	-0.1433955874389239	-0.12625291870892888	0.15058346464029732	-0.0704414116558293	-0.10870104097764181	0.14967456180782754	0.09329503334745273	-0.18483993753295355	-0.2804775790187581	-0.18706345074795913	-0.302757734285871	-0.2502270716259884	0.2835818766560964	-0.2460978739370408	-0.029358089624946147	-0.17937338572349446	-0.026190943043281827	-0.23771536727963294	-0.06942135502717395
-0.2176799340340859	0.4800096633649093	0.019691270717583392	-0.23030587857406806	-0.3942624401763779	-0.3681761756929513	0.29410210417504695	0.07374228952807302	-0.17373595065628092	-0.20332039145642644	-0.3849783865478195	0.11470424150519419	0.17452746743697903	-0.416149037625008	0.37752028037079527	0.5242664895851527	-0.20435412926738636	-0.15093991437026294	-0.28493848723253734	-0.01683302855856426	0.3566506037072015	-0.34021049472199294	0.47678308235817946	-0.17331507135515678	0.4175419293201611	0.200975150264242	-0.13672283806799285	0.13282884261066188	-0.12198969732944676	-0.29779532111718093	0.18943426196304378	-0.22292409919864414	-0.2562565041859287	-0.13467070138682372	0.2771322182759109	-0.0514767404375523	-0.15022230025730474	0.13365627072660485	0.1956329983090347	-0.11076358139406943	-0.03041011790841055	-0.13030811088319716	-0.13332351797583195	-0.015222969708130136	-0.05432347297719452	0.03963247764938028	0.39120228070671187	-0.018897982184008105	0.18857798324312008	-0.20647349316999725	0.510558683113567	-0.11662419520970864	0.2686108642849245	0.10444630328908079	0.30701432922622995	-0.2599031895464601	-0.16572681376260964	0.037700603149227935	-0.29569165288134996	-0.2703191437805744	0.14752498373513406	-0.32570001623947065	-0.2782528590627801	-0.13425676706723608	0.13569374774428225	0.39810239091551985	0.1716808569413012	-0.39606147671910363	-0.28662486229186873	0.4762750643485642	-0.11760596894673472	-0.14003208443407114	0.5190785581284934	-0.10719654956638852	0.004846258155967127	0.21361685440886202	0.09218283007335015	-0.38349440306764637	0.11839336251441879	0.07092423190384306	-0.16506999941107803	-0.4679456596291252	-0.09435472176032103	-0.2553718868891218	0.36326633372571826	0.41655534844535613	-0.12448257574845148	-0.05672954634712005	0.0510474800081291	0.0755865589987808	0.0052914197452594925	0.591233918531988	0.43863741363678754	0.049705631157214325	0.2842508686588721	-0.08038703929336481	0.3777472663857113	0.28255489783835497	0.3051060987684192	-0.24412606155396077
-0.20560290788097857	-0.5079601814545455	0.24840857974624958	0.22678398347905582	0.020008210061062202	-0.18091063345199337	0.05093881185435395	0.07962756218024276	-0.21141849588963382	-0.0013400004163520308	-0.04952605633579935	-0.24573686408182724	-0.2529587704811773	0.17434751502459145	-0.06728288647628788	-0.4486091174075869	-0.36688334306703685	-0.04895348609574092	-0.2823566921491209	-0.09137087569781638	-0.010636460570219854	0.4415058918304347	-0.24100569148918943	0.13691664013965163	0.14695549771809882	0.11384487426589468	0.1618640836134861	0.2317822287379486	-0.27105066963006524	0.33125829255381034	0.12953140625506468	-0.27136520050115837	0.08318884467944408	-0.05583090049935282	-0.2950292866770893	0.048701739829015205	0.26382349858570736	-0.1524315530047854	0.3443392408866552	0.0717274824218129	0.1127465270629154	0.029484006890552538	0.03669212600961008	0.1673797681130383	-0.05322655189665746	0.26706892066166354	0.051669479135473546	-0.3323294136991323	0.06439028051842048	-0.33935912540366225	0.29331561977880777	0.1749122391144341	-0.19741033933381746	0.31354968122953886	-0.21267036360632124	0.024403669834068557	-0.03554044563004542	0.19297337319087632	-0.2898461656310187	-0.21345215899828454	-0.20177958920623554	0.07482422977991195	0.2478917803949501	0.079170893214246	-0.0843459895719982	-0.17073843610096537	0.015085206738997917	-0.04599515686082758	0.3040117923778564	-0.14837513840455618	-0.12004675279579462	0.5103568385377107	-0.09932218996966696	-0.0025942923608820675	0.08704180270466204	-0.3729393672060468	0.14310687171090486	0.07263010459509317	0.3366905666551489	-0.5974031102233073	-0.2276183457749788	0.047244544007802876	-0.02381069163588863	-0.06301856240462406	-0.18551221759600708	-0.38619740607332487	-0.03530414226902843	-0.11007544200242221	-0.16641049830400637	-0.09780323709303101	-0.05092936807478159	0.38363185557435153	-0.769696313360775	-0.25103202626470583	0.1083301361769784	0.3184882719147047	-0.1133674473205174	0.20756872786148972	-0.15937011454540592	0.17900102827566408
0.6105431986552752	0.023600536133861115	0.23951527036218312	0.1807540717620356	0.05896697947651104	-0.01149963145980934	-0.2653646964609291	-0.4504075908795845	-0.10983510571526715	0.023067625149204494	0.001672569436411244	-0.23576172022030545	0.24883737794672428	-0.270958874388973	0.038613766171658785	0.16223796083542286	0.05028177426054092	-0.20458641847364514	0.01980169234168711	0.33103306167277496	0.23504425261332787	0.1328604671499666	-0.419547498503365	-0.06336265009911832	-0.6142789336105313	-0.016599639432429956	0.0281791275487893	-0.12307347311468038	-0.3709534756188848	-0.13860672132938504	0.11833317538093614	-0.05939640222555847	0.03426309012312381	-0.01565346790792491	-0.057907379950795285	-0.035963659178087186	0.27536448337334385	0.19581978861417235	-0.4167514980071404	0.0745839464531217	-0.3309920305644261	-0.32418459057932636	-0.07584433248976113	0.08115529970539587	-0.15058733419987758	0.5181268349035363	0.1988641426739392	-0.08949531416800476	-0.2821356307477802	0.2474070880904169	0.3610640839983039	-0.14863139305471396	-0.2567065636245087	-0.06892735752088129	0.03526291057366658	-0.09565987711639644	-0.03283940378019506	-0.2493322701916095	-0.0936725630058185	0.2628638239423148	0.07219800245278393	-0.19709656116009475	-0.39851024250748995	0.48681207623219086	-0.018248858520256712	0.28135044878243565	0.012876078365842326	-0.37884783436910535	0.29769608647724916	-0.740173142247315	0.06881196721341644	-0.09788889263612516	-0.027324595089047977	0.0266921287735344	-0.014198077650077119	-0.019806017510220538	0.0967985769353334	0.14050556906458456	-0.12181893799945646	-0.07884328946721922	0.275689024419498	0.13568551202591156	0.3833111116434083	-0.32048245022831	0.036812548336239495	0.15542260339084557	0.532396566019394	0.09076821348756273	0.03507912280114064	-0.16022022550918	-0.048501063530885284	-0.5254626068491206	-0.15263151785937903	-0.09149422736763176	-0.1436297900370564	-0.36652879272132216	-0.004919567835353741	-0.30990065924297056	-0.09323593687542919	0.08390265861324796
-0.1856883482046318	-0.1180023305978527	0.015886627113868283	0.09687648736009702	-0.043826049069560634	-0.03916385774125981	0.20216159790689495	-0.5657953610142636	0.2483076378771899	-0.07809537432233053	0.6588717131052616	0.03014015925388479	-0.04900427054163702	0.22299459756700468	-0.1913176823905312	0.5262617790472978	-0.13805146151329598	0.20665652336333756	0.155722602717488	0.13408155855572904	-0.035633814668791	-0.17047684858388681	0.050458505490171626	-0.08499825673840063	-0.05043134036090593	-0.15833689020273456	0.17304879938458223	0.14535102467129357	0.1526393197814011	-0.03633993219475767	0.027395259056170268	-0.06987923095532528	0.01493235596460524	-0.08135020292575489	-0.06356131027733676	-0.3012166460447598	0.29366107348907017	-0.16341164392068563	0.25164769754789895	-0.28983055855390305	0.42773582326176895	-5.682775885116222E-4	0.13353037634587125	0.21891589335313133	-0.44039047566241685	-0.04165023870349195	-0.2034624224734815	0.33270293620174396	0.08871108652394423	0.1372501407927682	-0.042136039524199156	-0.09494816899760937	0.1810907827657564	-0.323887398355267	-0.35450028891899943	0.253957830040651	0.055055564927247724	0.2509926596597046	0.20846799407403596	0.19972252169521953	0.1938637171283625	-0.04286470951619191	-0.10304797390111009	-0.0036984450272521995	-0.20531956831066972	0.11522262919253817	0.21798711616964203	-0.10168928389191019	0.43929919560058	0.10863644808839235	-0.031692821581439115	-0.26050267951294803	0.25574188914493545	-0.20791641491293736	-0.5440532379769498	-0.004201796216193051	-0.026050380023715253	0.3643842095133921	0.152147429718869	0.377427419195555	0.054343033707347936	0.2372804420731387	0.5311423881794495	-0.5639822592585227	-0.3196323177025315	-0.13772737486152045	0.06597152027390876	-0.1910349335449973	-0.087943222075873	0.030982912546654376	0.5693842417372189	-0.04684396305777874	-0.17181934658470008	-0.12713025687760193	0.14959953648539198	0.11048104094683174	-0.1656482131680889	-0.005948971300086171	0.007898073206081846	0.005854733983601393
0.12196886268339402	0.3712687519489468	0.4595474332702827	0.137673564062567	-0.08377784629199098	-0.5747742521623639	0.5161754052486687	0.16306883046703918	-0.40812833872480997	-0.12587547134510943	-0.5003562740473374	0.4731929421697968	-0.1937553737184401	-0.12838700738001274	0.2067728552793241	0.2327312126684177	0.21115961719887902	0.11680336319643954	0.13750446842686334	0.09468871326978008	-0.007074643106847328	0.1319966715075158	0.6372647393026722	0.23208553063049667	0.02572442277801448	-0.09095903352569536	-0.05340486600736645	-0.21671458757515125	0.07327926128228202	-0.14248402981128847	0.19519345252512257	-0.24207215328558904	-0.10028172790563424	0.027220008598050748	-0.25673042470555596	0.1615399155662254	0.15342546332965795	0.04720762357068959	-0.02411875477676429	-0.005711415117195653	0.10479604124764105	-0.3713696827148351	0.16678105270680355	-0.3258841784365264	-0.12619178012679413	-0.059591666935924624	0.06863282182972744	-0.19896017753242617	0.12487638688591603	-0.040548837118516846	0.4648241316536565	0.07641128427281582	0.2998370245786313	-0.08640437456201278	-0.2486572507314378	0.02525398547617709	0.08041837163924873	-0.14513125704853963	-0.2111885300519712	-0.15379207100848047	-0.10299429977672037	0.2940459445458512	-0.08150250497598942	-0.13106562425296095	0.1861279845063093	-0.20001201429044557	0.06619539433785894	0.4315417365688356	0.17625122729705245	0.4247260289846695	-0.03594196352350574	0.04779828929731768	-0.2099499758628564	-0.2823603533423414	-0.0020929031941445287	-0.2418261790327248	0.20456689817517204	0.36018799648453936	0.20557078903639955	0.20728618811487212	-0.26110641234298576	0.14334422556102475	-0.07610057452291767	-0.047014215891800964	-0.2407828588633043	0.1728467119843685	-0.16138340102166152	0.2819996119296615	0.014777733196722487	0.09577650934517565	0.05571873446709938	0.18839565858520366	-0.3834744812842661	0.5532206002072966	0.18792292745298575	-0.13516109267204807	0.07422000630888287	0.04284411376217311	0.2443095758000339	0.5144278372057397
