Gene symbol	B cell	CD4 Naive	CD4 Memory	CD8 Naive	CD8 Memory	CD8 Effector	Treg cell	Th cell	Monocytes CD14	Monocytes CD16	DC	pDC	NK	Plasma
ITM2C	75.46425784	17.77331815	16.48371822	28.5650885	66.0748996	9.564998993	22.85137997	24.10776234	3.968845074	2.096223307	34.90530314	1281.763886	2.787902432	1179.418427
LDLRAP1	5.385386896	58.51427415	34.26883301	75.81357635	47.76362253	17.35360596	41.88458124	55.35710696	3.2548932	3.740800734	3.67321031	0.74538456	14.29803344	13.00952366
REXO2	39.23664132	60.15220256	72.01584449	51.11048507	54.98538891	86.32870106	97.1014545	83.29920731	18.66106839	36.66079125	46.24748961	86.23036085	80.88793828	161.0247154
AHSA1	48.30284071	49.71378479	50.71460405	42.80248191	48.68885601	68.44584008	50.46440047	45.23712874	24.57015328	41.41609672	40.34977411	60.58749788	84.59609463	45.69751494
NMRK1	12.54528422	63.10187886	69.69551063	55.24227506	59.07672555	53.28051312	69.9697316	65.20708534	10.23119409	23.91510351	12.85064479	50.45233245	52.16885624	65.52098947
ATF6B	37.62073016	27.28779496	26.91313401	26.0394057	29.52163317	40.8305897	29.6689662	35.88219295	23.19686471	27.78255679	22.33675236	45.83446655	51.95209106	29.70700287
ISY1	16.66382772	16.86209374	15.29101683	16.7329998	12.54868579	20.93809271	21.9943441	20.54768157	13.53619082	14.11679778	15.99347695	13.50110244	32.29092866	14.45415803
RIC3	17.20100099	13.52475364	9.31211014	18.96367288	11.81718053	7.085476973	7.347273494	6.917804398	0.420116173	1.11438232	0.892974491	0.943588908	1.706358974	3.536278578
UBE2A	25.57352811	12.67554542	19.31096663	9.306784427	22.53511116	30.95149545	15.31252058	14.12235086	26.39690849	41.83579495	32.14194077	46.49327522	41.52318422	42.75537331
CBX7	9.259394515	6.746672768	6.560539351	7.060098267	8.731643742	8.396584587	9.003184577	5.667652665	2.25466051	4.682040991	3.90989611	0	8.347181922	2.996980607
RPAIN	33.36054816	28.84076625	28.7196933	23.20353752	31.93745154	31.48815674	29.51717253	26.63806803	25.70126131	19.08340813	21.97444311	26.92079642	32.97601609	19.47308936
CCDC23	108.2614675	78.60378294	87.30331802	63.33247518	91.97814512	79.95911217	108.2554759	95.3143113	141.3224048	135.8414543	90.60289613	77.44479795	92.19692289	20.35876965
TSTA3	38.65578354	35.59174092	42.17753252	30.87036842	40.0317352	61.36847913	89.00477317	70.04898028	34.75281719	40.59670376	32.15695989	52.60694233	87.94916759	104.5725103
SREK1	5.075902192	3.981997013	4.195782677	3.410039511	5.29997802	5.184448827	3.101591654	2.861605394	3.676783772	3.447204183	5.497845139	5.755483406	7.29861796	5.889344079
UBE2D1	15.75126557	11.83462246	16.8348501	11.73376431	13.08610786	18.05973178	18.36711114	16.56198235	64.30074184	36.34731929	38.37043412	7.579238329	17.42585846	12.94821778
ZC3HAV1	6.242708749	8.322626268	9.330127676	7.019614338	10.1857892	6.963099111	4.196416092	4.939274548	4.044321856	5.49522962	4.687719227	9.303605184	8.647709394	2.545410091
NUDT1	69.85773965	63.0999246	61.48331697	50.77424282	54.80311787	86.04854901	92.8742886	59.32613457	88.81440217	97.76675306	166.9082222	271.2753892	103.5658753	42.59885711
MRPL37	23.06095403	23.71786038	20.20880247	16.89360067	19.15669238	27.9121137	42.92383898	49.45834299	31.41169576	25.25998055	36.86042242	34.2385779	29.54319868	62.66254072
DNAJA2	21.47877518	24.9642238	27.04057457	22.36629334	22.90681401	32.81335349	16.53973055	20.17928782	17.91423611	25.81282199	22.76131136	15.91277487	30.46753835	29.65217713
STX5	46.41450944	29.91585194	28.36049551	28.31181887	33.96478657	39.39495872	39.98719099	30.2249203	27.40276726	39.35930484	27.80783873	52.71893914	61.15416017	54.61491545
MDM4	7.057524922	3.731982546	3.048395874	3.525937172	4.183099995	3.636743497	1.508995752	1.593923821	3.140479811	2.464039478	2.920760146	7.897478289	4.297102769	4.020967873
MAP2K3	31.42752922	15.42360397	23.55360733	17.3096948	20.16650368	45.85143912	26.41102871	22.53204265	38.87163448	68.73650004	37.91770168	24.11108195	63.31910666	21.72372088
ATM	4.855337069	6.166243255	4.25069122	7.968715425	8.55654033	7.870170308	1.712275882	2.048579498	1.987772285	2.591946665	1.458800387	3.603145831	11.95371437	2.088299162
PRKAR1A	18.30090337	12.47917076	14.77168709	9.153921046	14.38442592	20.02158865	13.2189417	13.27155278	14.10286924	26.62924905	29.07874296	21.77402528	30.87746856	22.08892074
C6orf48	814.701234	967.7807805	656.2471292	1051.425288	688.4966907	389.3009224	692.11681	810.03687	483.048053	366.448184	592.3763093	499.8871515	313.8559555	232.8512687
DEDD2	31.24002883	31.43735527	33.77123735	24.03000907	32.39920922	44.87521572	60.93568526	52.95145216	29.97764549	62.44039278	25.12939797	45.28948816	50.13998695	23.10604205
DYNLL2	9.500553608	13.35101074	15.85019972	11.89439887	13.92439562	21.0527248	22.27116884	13.11444217	13.16375104	10.60816315	13.00914859	10.39946358	17.52243825	8.351625617
NASP	12.87677087	8.288358025	9.716529558	7.432678762	8.756016435	11.13321185	9.908796785	10.83335797	5.020321309	7.658053119	10.60171792	17.95026185	18.33539964	12.76147769
NOP58	33.09222952	33.98247664	35.10696082	35.99578178	39.06661252	41.18588432	50.72310276	47.95848747	8.693135657	12.98730047	19.3684964	33.14909425	29.83934789	68.87761565
PHACTR4	2.403816898	2.138545276	1.985999007	2.052385854	2.407873284	2.461411368	1.067166828	0.520544732	3.166494939	2.237262456	1.909198903	5.004348091	3.3190303	3.631479329
RPL9	2205.697196	2518.324934	2154.686843	2646.744335	2234.263345	1704.168486	1993.686013	2307.217202	956.6104616	927.7474106	1212.829338	1934.245895	1347.419082	1195.739292
RPS13	9856.026405	11598.20925	9254.592468	12007.76683	9074.059617	6645.787238	8859.402622	10095.70748	5524.803838	5297.130606	7045.154149	8010.006311	5332.902926	8031.806475
S100B	3.263022036	9.031776462	2.173732659	263.9909799	42.49373124	21.64097902	2.806865556	12.97499049	1.432618786	14.70804998	28.05579555	6.738141719	339.9484117	0
YWHAH	42.11083113	27.05966166	61.98433765	22.85277161	47.06679828	56.25804943	64.58635677	39.30580573	64.95402228	85.80547471	100.1998216	45.1608166	55.97430401	49.52706933
CCR7	76.74605872	183.5276636	62.05520412	195.9778473	48.88149251	14.59581158	73.18058864	142.1345276	3.872256791	5.707976567	6.664777277	16.89425532	13.1859593	4.452148179
BCL11B	0.661378425	10.5420465	8.304162962	10.35562323	6.989616647	7.61963726	3.065573864	2.709736777	0.38341645	0.431162856	0.172921896	0.705945976	3.205656494	0
RPL36	5772.50152	6946.353251	6417.509876	6934.150478	5928.547485	4458.635328	7238.401271	7193.65691	3844.751215	3180.087736	4556.863168	3567.765306	3031.774575	4949.5281
RPS25	11276.62883	14451.27623	12628.21958	14116.22736	12220.71748	9418.435832	10501.28612	11808.90896	5728.140704	5653.815493	6111.366256	7315.912511	5724.352351	6989.991878
RPS14	11091.714	15878.59191	13421.85419	16528.40431	13978.69489	11515.99832	13089.16036	14943.01221	9046.587975	7495.646368	9660.28881	10957.30387	7816.760076	9740.019994
RPS27A	5610.695983	6688.135481	6038.108404	6574.027924	6152.816613	5317.311892	4288.970656	5451.583114	1810.190428	2170.31494	2241.962453	4263.017753	4294.369567	3003.573001
RPL21	17530.51979	19864.22963	16817.08483	20797.9881	18280.79512	16234.04559	15434.60652	18784.6237	7724.550815	9484.712409	8350.517067	11942.61835	11488.77496	9433.70084
RPL14	5395.933783	6830.679445	6518.768176	7027.367839	6403.995655	5743.934531	6398.909047	6825.092817	4133.964844	3932.549098	4873.281767	4331.443404	4258.911382	4609.5067
EEF1A1	1187.402866	1326.404262	1265.63253	1412.287175	1307.700716	1016.475441	1670.785565	1661.365042	707.4128582	766.4853337	859.2305091	1275.691859	786.3434242	838.6855728
RPS26	3075.299127	3744.209614	3457.508455	3599.822205	3262.782643	3690.017302	3847.921039	3568.187259	1815.454014	1750.79213	1936.583644	2173.84218	2730.975008	2352.407859
RPL36A	719.5163105	895.3134579	884.2965612	942.0335148	835.0187781	674.6637394	577.116638	556.3271863	570.8063072	597.9162863	643.4869742	624.9861394	386.3895718	531.6624378
RPL27	8110.644202	7919.009389	7305.62624	8272.911975	7240.342892	6348.399105	5368.386668	5593.904853	5311.141883	4488.916174	5697.297511	7045.714664	5369.906992	5691.296094
BTG1	515.6914335	546.9203653	431.3538899	513.745396	455.7247933	382.7789777	470.2771338	470.1393808	224.1673078	206.4703929	135.444459	170.2834418	388.0379678	130.4171398
GAPDH	507.2449136	640.2996765	1013.168706	516.782704	926.568312	1368.628719	1477.366927	1120.622476	2772.840541	1339.979718	2534.49227	506.1752518	1541.525976	2298.681013
RPL30	4117.184265	4755.545674	4115.922449	4477.403002	3873.423924	3330.898322	2846.642069	3038.473021	2255.903982	2065.327112	2329.071161	2868.080588	2285.887622	1734.83995
SCGB3A1	7.188746134	166.825522	96.16504247	275.4021444	258.8912502	37.49161357	3.167580445	2.552381395	3.380006507	90.77264159	22.88462692	8.254562384	17.46572157	3.927950086
C17orf59	13.58537749	10.96749249	17.27448606	10.5880975	28.28070037	30.55909209	27.16077312	20.98519904	13.24862243	13.71057093	13.67732627	1.818422102	41.41512541	15.05576605
MED11	62.85927762	58.23736315	64.3454235	69.71603722	74.98696738	87.08056918	54.45654885	62.73012373	49.74805268	83.46370231	62.60471821	30.48028251	108.0604477	75.03083096
SERF2	253.9231428	225.1854067	264.8017639	224.8193747	267.5059282	370.960157	332.7458074	306.036081	491.9260566	514.0131003	445.2615393	490.6729176	539.6222463	503.9831215
PCSK1N	2.417504126	38.12509072	40.59581052	75.39993777	68.20849898	19.25916703	23.74758786	24.1786795	1.327688343	3.183782785	1.046790344	0	3.07944812	0
DDIT3	52.75755663	32.95269865	36.55250321	38.53409922	38.48247091	53.91544911	61.12642928	22.36718415	34.22464327	28.36540066	30.41959758	15.41595063	79.54260687	20.53936768
CDK4	25.21974623	24.10629815	23.76525932	19.58593594	23.50051457	26.39850397	28.87955482	40.58428782	17.32726638	17.52403053	19.98362723	36.24066357	37.91716238	43.82050829
ORMDL2	36.5221829	36.22689789	42.86031134	26.54818993	35.57237702	59.2050514	37.85247783	41.7158544	50.63452705	69.43367079	49.2178286	64.50727748	94.11042128	106.0125981
SNAPIN	62.62971262	48.79524048	56.13000637	53.40463568	62.68633514	74.88058078	71.02495274	53.949737	76.70789633	75.02480961	89.29043531	72.69151116	106.2446952	57.25225924
MRPS33	65.25759257	110.5934524	104.7070305	107.2757175	108.0107303	95.46861979	73.14004882	87.23590738	72.22880411	72.75577465	99.63022654	120.8002562	93.75075866	111.7416677
BRMS1	34.31711684	28.83752081	33.52552193	26.96932102	37.50821451	48.90964118	54.09646987	44.63248068	36.51763876	37.69652547	32.70762362	34.98320403	56.1569128	31.95245392
CRELD2	11.01704701	10.33402039	15.26159046	9.264899272	17.54769143	23.10692725	18.00259244	12.60812093	13.97283525	11.05552558	14.44143863	40.94545745	33.32400751	142.2342924
SNRPG	175.078021	156.7679618	193.0527374	149.2822879	170.9502405	234.9423074	165.7879353	115.945929	167.6251818	236.811065	191.6610227	273.2827943	293.6410778	304.4151346
TMEM173	2.233544706	47.77369812	62.01793274	28.16722306	41.16737978	51.5831499	77.80852414	69.09399716	39.90160528	10.9134994	32.56978128	22.34070536	78.37380189	8.172190589
GPS1	14.23842934	13.46893659	17.42483935	11.50794421	19.89476579	21.78827544	32.86780104	24.08310926	17.28807519	19.92706131	20.9521752	26.47009981	28.53806341	41.45476395
COQ10B	18.89834308	22.34464655	23.38920048	21.84454412	24.12881607	34.26509549	25.21535941	17.91599211	9.382338068	19.73999757	13.95122662	6.471732338	39.1700154	8.158983445
GTPBP6	9.970306656	9.91044275	10.62714075	9.10155222	11.08535174	11.08957163	18.65919763	15.48148787	7.996801646	8.1585731	8.056796444	16.72242956	16.63952847	11.86213697
CNIH1	49.1297045	53.96200108	55.33471429	49.45312909	51.65622298	47.52575496	49.9943096	60.48494186	49.63766595	39.68179409	50.12039212	31.75415475	40.84017224	73.05702414
WHAMM	10.04168019	8.981648898	7.564806379	8.230524045	9.234653629	11.06647872	6.938879251	7.564870907	4.608220322	4.448161689	4.796341187	8.463632937	13.60647446	3.150594685
PSMC4	54.61444627	34.52153215	49.19374558	37.39324839	47.26399687	80.67065221	66.30655651	56.55111288	30.73541413	91.14310623	67.57279241	64.81162933	104.8846851	83.2840248
ASNA1	49.45871887	39.10252417	59.53339721	38.47345454	60.88872138	101.3529067	106.5236387	89.94289466	74.54273351	103.3943789	83.63508918	112.7131547	135.3757429	91.13406733
CARS	8.37267093	10.02245405	9.78885543	58.22847097	33.90964657	14.25938881	10.80994886	9.77504819	8.99051215	11.21928587	7.916662971	3.164971466	19.38658952	19.49861095
FLOT1	24.47032886	36.59027749	31.87065218	26.78989136	45.24002642	46.18117207	32.47923726	45.65700299	49.41572165	15.89083772	57.1620034	96.57825078	82.09162609	48.90473027
PPP2R2A	13.03500534	10.42369523	10.86514663	9.745014387	9.672445428	10.71576624	9.891917914	8.215486488	3.797614283	6.288512039	9.050519411	7.76232376	16.31752895	10.78495655
PSMD3	27.55313166	19.10319033	20.09396109	20.39514837	27.08876444	34.70652665	31.00223914	25.55837709	16.75576479	19.99387171	31.46765637	42.25047521	42.6632415	46.87699166
OXNAD1	3.112713624	31.39681069	19.95397281	41.15269107	21.95342595	16.06129181	14.8302751	23.7089699	2.839147075	3.05396956	1.124582893	0	10.91869965	4.198491802
EPHX2	1.560239084	26.12805225	11.82313338	22.45016229	8.566882355	2.716358264	16.80104065	28.22885084	0.695580399	0.589270697	0.781531591	0	2.386567473	1.633580519
TIA1	7.388724317	4.902526983	5.313666333	4.705494587	4.325549333	6.604980074	5.11490523	5.700493012	2.625930057	2.667274265	4.295849864	9.857610834	7.766481815	9.185989244
SATB1	4.707003735	18.19064731	10.08948124	19.80057167	9.015160524	5.114972081	4.150827991	9.016241264	3.318368693	2.252629593	5.932291146	5.146062858	13.60342374	3.408931039
CLINT1	4.428573177	4.339349307	4.838055483	4.674687972	4.493197899	5.480807147	3.406075049	3.052596272	3.975304652	4.633915677	4.358505792	5.990027813	6.927126873	18.33054006
TPM4	22.29215487	11.64599549	26.36360661	8.554090748	18.51727083	26.65414189	26.17852521	18.945123	31.1532905	22.02120549	46.96110499	52.85535538	49.11276491	68.39840047
PARVG	27.01641235	8.703127328	10.89398387	12.35996967	11.28213372	16.74230306	11.00317326	11.31934396	28.95538	37.94882151	40.29073495	39.41080742	21.12125334	12.66273973
TCEA3	0.734721244	31.30546291	20.05474386	24.78896959	12.17012644	2.837162305	25.26139799	32.11445443	2.14634694	2.041775982	14.89588617	0	2.228481931	0
UBL7	44.02577979	21.26107454	28.3291516	32.10734648	28.84708154	32.96408014	59.59371521	47.63845237	34.62361723	40.70482715	48.29532574	93.36817477	51.21621665	58.82120098
ACTN1	0.731243512	12.96937125	4.153028372	20.13348511	3.20181822	1.000243198	5.907537366	10.28848915	5.845020177	1.64896312	5.390206698	0	1.208620546	0.284966635
GPI	5.459888592	6.049107795	7.039875186	6.782429306	6.865642739	9.019830417	8.060544389	6.06814703	7.869370223	13.63482149	5.802835681	5.164788785	9.093172992	6.389461152
NAA16	4.075924368	6.88913893	4.743172732	11.89345597	5.104059648	5.800309185	4.366966962	4.510928893	1.681742436	2.428692618	1.631324796	4.133928201	7.566034518	0.76619541
BRD4	5.951689998	3.514662816	3.718108367	4.431138035	4.543490177	4.450353046	1.824262711	2.098106819	5.69642608	4.962967157	5.767616635	10.3003032	5.650805803	4.687231192
TNRC6C	1.766327974	4.426457642	3.231710453	4.709892873	5.237075353	4.033625965	1.00424954	0.718220127	0.46917968	0.253503381	0.531007056	0.289083893	4.297999006	1.657672039
SCOC	18.14778286	21.08448332	19.95936881	22.33539414	33.37625158	22.39633453	22.74389666	21.39159526	5.447584398	12.25853007	12.43653769	7.356422108	26.3111092	14.37784487
SAP30BP	20.14680004	17.59008099	17.71491728	14.01734834	16.51334565	30.25983102	24.92849601	25.52673045	16.67590211	20.4894902	13.84984091	50.45775274	37.52334648	19.11688561
KTN1	12.36457936	11.63219701	12.53299228	10.78845177	11.75308342	13.60795782	8.010469556	6.900669888	8.906967018	10.56134973	16.42059121	17.87571726	13.9917524	9.450890556
ITGAE	24.52201466	10.63715721	10.24883484	11.57216968	13.41440666	17.62344771	18.28058364	12.94070374	22.82592651	7.724133877	19.68761594	45.29303302	22.39722809	29.52911094
BCL2	7.756295976	10.68042992	9.698162118	9.957201907	8.504299232	4.640119808	7.506030837	7.974687546	1.048975559	0.940414299	2.831400401	1.699998729	3.831182286	3.919335319
SERINC5	1.372694279	7.509497112	5.573005583	6.575810207	7.300251725	1.269097256	3.073240268	2.626101669	0.936790942	1.259119884	1.851554788	1.26811795	0.805015475	1.29818325
UBE2F	19.62960382	20.86106642	21.65696245	9.588035647	19.55124284	47.77556488	41.89836878	38.19275597	41.72369987	47.93072267	40.95428948	87.3439298	138.8321113	34.84667969
SH3BP5	32.10251826	18.16437448	25.95530769	7.26369565	16.42854963	31.07575128	22.82155798	21.42720654	6.986743138	6.769115539	12.80878415	8.180236799	44.15621878	26.47960851
C11orf73	66.65203134	63.70082729	78.30822979	63.24612599	67.33088182	84.32684482	97.00081837	98.48053828	65.25014165	67.57776442	62.29493998	81.25510042	94.73360948	76.80941086
APBA2	0.541522191	11.92105216	2.980537286	16.14853281	11.56446027	7.903869884	2.356762122	3.180052944	0.242575044	0.422820284	0.680331771	0	11.63363205	2.095306385
TSHZ2	0.376544927	8.436299129	3.883376336	1.476124793	0.097693258	0.454631808	1.399717231	1.759695223	0.267955638	0.217976136	0	0.184673803	0.141069186	2.623144465
DLG1	3.433710866	2.558717952	2.614860715	2.191270822	3.109832212	3.795665003	1.79220085	1.031909344	1.389528855	1.773415919	1.111820914	5.053627436	2.949546693	3.457791728
ANKRD32	3.594671738	2.300696341	3.651224658	1.604634486	3.238107949	6.65883199	2.307000187	2.471339402	0.723296328	1.692996286	2.825801964	0.794594985	2.622626616	1.296366669
CD200R1	1.592347054	4.455163118	5.796019839	3.13825739	2.413347494	2.830076573	1.602238655	3.77785415	1.008662732	0.561775322	5.82601291	1.070687539	1.515055681	1.947758019
CEP85L	1.42211886	2.398121257	2.058067796	2.140686399	2.492930441	1.981914974	1.479554319	1.834132248	0.923141625	1.365534713	1.098806005	0	2.048538201	0.48099509
DUSP4	0.166686459	0.221178197	1.409182489	0	1.072731518	0.566838368	4.765395331	0.713150525	0.072922441	0.071534334	0.059100241	1.597783338	0.147319494	0.413297904
EEPD1	0.157103528	2.684295765	9.290536924	0.771984791	1.994478799	1.71900287	5.46602229	5.655819682	1.35982606	0.472798905	0.946086295	0.717174842	0.716220689	1.324032301
FBLN7	0.442335512	8.599135527	11.08140047	1.532469329	0.643446693	0.975089804	12.74268687	11.48968763	0.460035813	0.578901308	0	7.07702659	0.140928767	0
INADL	0.87203297	1.373936075	1.577048348	1.632253683	1.438492045	0.788974424	0.877777722	0.885388316	0.093953586	0.029497117	0.255674908	0.624335915	0.618106388	0
KRT1	0.21174542	7.139783441	17.85266576	0.935215643	3.231596173	0.263289744	10.07740499	7.186564198	0	0.319892597	0.318184705	0	0.521352051	0
LRRC8A	1.287872112	2.895180558	2.792557264	1.17798858	2.561993272	5.995797963	1.244559764	1.509208071	1.350888144	0.796301945	1.159336985	0.85938363	11.31838224	1.843447449
MAF	0.143742921	0.74963396	2.546455323	0.087673747	1.173727663	3.775506481	1.405738375	1.251786443	0.391120371	0.495585862	0.14820883	0	3.250427543	0
MSMO1	7.208149979	7.39813357	7.961484279	5.95351888	9.234497943	12.54082473	7.004387259	7.328831199	1.128276875	3.985978836	3.442253917	3.730707684	18.28087084	4.617745364
MTAP	2.523492901	3.164905028	2.614720665	2.342413209	3.777843613	2.245367836	1.842939464	1.820416655	1.783142784	1.68564649	3.091248555	3.015874099	1.743050472	4.366714333
MZF1	3.906248647	5.132461604	3.594712489	6.204342694	3.261705187	2.523214402	5.35073481	7.145383561	2.040763634	1.259118228	1.361609143	0.835773002	5.005565077	3.945117994
PAQR8	1.484362505	4.169699742	3.574043644	3.446672779	3.094780911	3.224009442	3.123356569	4.650989347	1.498030624	0.664768123	2.063991156	2.683578554	2.036539828	0
PELO	2.765129125	4.969602578	5.544836351	3.000660304	7.500912277	5.439551614	6.947921074	9.02837153	5.572942442	2.929804208	3.963767393	5.612999942	5.683302644	9.033398606
PEX3	6.124668351	6.333693742	6.689779001	5.559296872	4.721314873	7.809575368	6.40810224	7.135711426	1.212358512	2.712509476	1.817870157	3.998038884	7.093321259	5.773426697
PGM2L1	0.946782703	1.317549572	1.71014891	0.88133903	0.954566566	1.088992491	1.857940379	1.179382377	0.108405539	0.170869787	0.402854903	1.475366189	0.681422489	0.728168735
PLCG1	1.124502269	2.349797853	3.406723741	2.727813131	2.962953523	2.970880413	2.518821589	2.684154167	0.321125349	0.497378447	0.246326897	0.579807316	1.462112506	0.5532436
RANGAP1	1.470305838	2.006959126	1.923427629	2.250892907	1.895052175	1.946396949	3.943439274	2.595086431	1.445403774	1.883325108	1.527644875	3.246748515	2.696866365	0
RNF125	2.110970646	7.729080614	8.136589338	6.545938909	10.39725279	13.52952339	7.999298601	6.308046267	2.685926085	1.945556277	3.872975659	2.144582387	22.51750985	0.420129263
ST8SIA1	0.012575735	0.186178474	1.186863988	0.025718329	0.340188255	0.530730298	0.695678805	0.302923347	0.025255104	0.055339169	0	0	0.020490194	0
TNKS2	1.754100871	1.346560178	1.809003513	1.545354434	1.999842908	2.240682612	1.344805131	0.609268713	1.303829073	1.013858434	1.758429159	2.660736851	2.467779897	3.579330194
TRIM16	0.998416232	0.742777421	1.536375364	1.111916034	1.120218499	0.52699913	2.872944739	1.027880931	0.450954762	0.519238005	1.46259853	0.320622275	1.002640183	0.621182903
ZFYVE28	0.409604233	1.197660911	2.861009229	0.96764857	2.203749968	2.755002292	4.725276353	2.458579818	0.50295848	0.309400728	0.310394982	0	4.786218076	0.416284105
IL4R	41.89020711	6.999803078	6.232194093	3.549722308	6.786829914	4.904610726	5.065280896	6.859612317	4.790628346	2.033329001	4.051466035	3.142063978	6.626841851	1.43084962
METTL18	20.09464106	15.56772853	17.48866808	17.70048226	16.47615293	24.78721365	15.29411202	15.91347892	4.595303251	5.431026353	7.01216038	17.35581913	35.26558533	3.344602397
ZC3H11A	6.714813758	5.030058875	5.316899948	7.790285734	7.993572159	7.031784996	4.544002679	4.655718327	3.465819838	3.037814234	4.229097191	7.088506837	9.320896385	2.775061083
C10orf35	0.91812736	19.63776551	18.34916871	13.67615056	17.2963717	7.051116196	16.22251707	20.31443881	0.189046871	0.372533097	0.642441015	0	1.356172173	0
RHNO1	11.90118538	14.33213992	16.27073263	10.3211962	14.12826427	18.16171306	24.23409259	21.1267232	5.580770878	6.351478342	5.308247422	7.057411293	15.11826346	10.77437548
ABCF3	4.944466739	6.371298293	6.521031711	5.686197651	8.399297169	8.993661056	6.081424015	7.685583011	4.69904288	5.571807141	5.640813902	7.253028048	8.891047739	6.201061615
TRIM11	4.929507165	4.288311169	5.160711336	3.064525884	6.334259031	6.702679878	8.229293142	5.49233629	2.831288135	4.786236877	9.222404171	6.213803474	10.12301542	4.010164314
BRF2	5.059867301	6.44932681	5.442703847	7.113874953	7.585536113	9.370101469	8.31912817	8.336523454	2.355931328	3.941147455	3.128636939	0	15.02778699	7.274121271
SLC35A2	2.716617165	2.327930701	3.241620815	3.703897435	2.542379555	4.962408936	2.201776683	3.628627552	3.089323997	3.836085628	3.777058965	4.497212401	6.039854311	9.136803657
CHRNB1	3.839149223	4.46771858	5.370158304	4.204421662	4.775207249	6.373932478	5.740918704	5.915067248	3.622782335	5.107339717	3.496017822	4.432366273	13.80774287	5.385553601
IKBKE	4.951970664	6.452320897	8.344404397	5.960032055	8.069546287	8.26324852	9.864222107	7.164473615	6.18096228	4.181620292	6.83280796	0	8.794512135	3.752101801
GCSAM	8.93311454	10.5144997	10.92092594	6.23983586	6.049109473	6.683428809	7.229615493	10.38115519	0.75902498	0.690281497	1.129616579	2.722459653	1.022822849	7.499556209
BTG3	15.77882597	10.79414843	26.1184577	12.84707128	23.37190704	31.53997652	28.68391063	14.8767257	5.759077149	7.324265777	4.455735694	20.22174831	21.25541964	32.7630378
CYB561	0.478581082	1.951347637	5.894200406	0.498241275	8.165015867	3.742761939	3.171213407	1.934900347	0.792770552	3.073836315	0.974496555	0.542328305	3.456201758	0
CD83	30.88485818	2.745223463	5.348336471	1.38484334	4.45052943	5.579693398	1.910222311	0.869933744	29.80019386	33.00305204	30.56129635	26.1951858	3.735177375	1.819957447
MYNN	3.23509417	2.476465438	2.563630501	2.598324464	3.379698719	3.19401972	2.15587213	2.679648604	0.984764317	1.551331351	1.464469464	3.358841316	4.121158945	0.273261686
REL	66.34051358	12.03240865	14.63171917	9.637974461	20.91171853	29.56203252	7.780885655	4.332074062	25.9562009	39.99467573	35.93685117	27.32749299	33.02693645	2.422611469
UBLCP1	7.571257421	9.232862894	7.721432757	9.177061808	9.640491215	11.40361146	7.728112746	8.020465644	5.05802839	5.88454423	4.053286024	7.725515994	15.4686606	3.900828454
GRAP	16.58866388	15.7862615	10.61078314	9.656064015	4.745318742	4.562718989	28.17605799	30.51360345	1.095456396	0.530291196	1.949922784	1.247361166	3.557790549	4.179625757
C19orf12	2.387423502	3.354681569	3.684393427	4.020669397	5.711815155	6.153280682	5.684912288	3.985643548	1.074032693	0.99574858	1.343043092	1.905128092	10.98996497	5.423330053
SLC35B3	6.823155055	5.26617375	4.786326558	4.710799245	2.606161139	5.766271008	3.630442617	3.756076133	3.405534149	2.370600532	3.314657646	1.834759569	8.508347291	9.762518024
XPOT	3.081136887	5.508664916	5.849522761	6.564258379	6.279405334	6.69360711	2.885135449	2.827311879	2.525285993	3.201567606	3.251966413	3.630603911	5.460215457	9.936997041
SPTSSA	9.99411631	6.446651738	7.823166932	8.426663673	4.40425324	11.16366543	7.39630251	6.678968758	27.73200513	23.81055705	16.29437401	13.22447031	18.49981854	38.70891867
ZNF766	9.37364137	9.123473916	7.770883685	8.720519771	7.804792925	8.361550803	7.938249778	4.871395579	1.707684655	3.88750282	3.3867897	0.874928713	7.342380534	4.172500203
HNRNPLL	1.547689669	5.099799034	11.72669215	2.891793094	4.083899938	11.86119779	10.22785415	8.889515372	2.319865642	1.42624798	3.588435485	0	3.474504593	1.015230523
ZNF721	6.458887623	6.14067896	4.825951131	3.798008226	3.072584283	5.149961988	4.528401522	4.63946792	2.911290706	2.088307669	2.618890675	4.550302425	7.030074921	4.063195343
PGAP2	6.686682434	6.715512648	7.143315994	8.946755803	8.66329179	5.756831126	6.870678613	12.07603814	2.051568917	2.40684544	4.267297699	2.272277341	6.260520703	8.073123612
MINA	3.731384032	4.47182581	4.242769055	3.182035802	2.668496488	2.474062175	3.932890762	5.031813557	1.712068894	1.500862631	3.404795999	6.354384273	2.733972015	5.9197211
CENPK	5.852161127	18.7358324	17.11508371	11.92456885	10.65011514	12.51141005	20.0917251	20.71102104	1.600418424	3.332125697	2.007362583	3.021875698	12.08944186	4.157099958
NIPAL3	2.732811875	5.637230303	3.803064312	7.031680987	3.752798475	2.978128366	1.777679669	2.755445037	0.724286256	0.762180083	1.831964237	3.318361261	4.51793836	2.840387578
SGTB	0.884869488	3.598313623	4.116111173	3.735368173	3.485226077	1.915838569	2.93506236	1.396159602	1.978035435	2.876984841	1.514701613	0	0.76576603	2.38784437
TPP2	2.728500992	5.473677158	5.638610908	5.598834285	5.336705434	6.391877364	5.304147186	3.451768849	4.032696896	3.67001359	4.070768385	3.62409205	8.068264284	6.26556883
