Gene symbol	B cell	CD4 Naive	CD4 Memory	CD8 Naive	CD8 Memory	CD8 Effector	Treg cell	Th cell	Monocytes CD14	Monocytes CD16	DC	pDC	NK	Plasma
FAM50A	34.41622426	34.65267748	51.52550074	29.62704025	50.11125347	60.06865361	66.98380393	66.03111344	63.70873688	86.49810686	57.93930963	32.71405658	90.88486408	41.92422541
MAGOH	34.57053233	32.91785114	35.62582645	30.6750167	38.11118199	47.09806008	30.77225983	31.71724218	18.46469556	39.80572167	38.49896404	42.81540256	57.17684777	31.6264404
INO80E	20.10423702	18.07685038	19.37022904	17.63131455	17.02037764	33.68259319	68.59555738	50.53070108	17.34319138	18.15287652	19.34013717	45.93396965	32.75044025	29.11806295
MAT2B	23.30648604	21.42377346	24.18292333	20.99210795	22.31559725	31.20420258	37.43461998	38.01986459	11.25865477	16.62464091	15.56340128	14.28286777	37.26620764	23.15409596
R3HDM4	32.0674968	39.29887778	44.67734725	32.86278487	37.66348393	32.07927096	97.17762676	68.05432552	22.37554904	21.86926898	22.94018324	26.63686775	24.16745859	22.16225693
CLDND1	10.55216507	11.20082582	20.00162495	10.69298812	24.31777438	21.81507372	30.15722864	20.08012605	5.087970475	9.142197158	7.302851277	8.070441473	17.02643243	15.07314817
ARAF	8.321636363	7.769931583	8.92718674	7.94995683	9.435514042	13.31543575	12.09121768	12.87790767	8.733654969	13.60059613	11.41399464	12.47265807	16.24684689	7.960802714
CDC25B	8.926018538	19.43582908	24.21880589	14.61825177	25.20839345	26.95080129	42.98635317	26.83384846	2.364936938	2.403131509	3.302522462	5.536733338	19.79241963	9.250633138
LSM1	87.49050514	75.75386686	95.91196107	66.91454635	91.53601111	140.5061198	79.6183508	77.88781619	96.0990939	98.0277485	104.439096	132.4804112	182.6222139	107.4694763
PTBP1	19.78472835	16.65356012	18.86070325	14.24539319	18.30059463	28.39357214	19.64661733	19.56990925	15.42869792	16.1839295	18.36482555	28.15640777	26.56145538	20.74910163
SELPLG	7.371132613	27.56950644	37.02436847	27.71047849	35.67610902	44.37824549	44.31374314	34.33927229	34.7681891	73.06407099	35.33330802	92.43797894	77.13853143	27.67736317
BAK1	6.493420361	6.901964214	9.123286457	5.17918523	9.737845409	16.59004143	14.86938389	8.092525302	6.559483627	11.28519676	13.55102926	4.897624978	27.54613486	40.96325758
IL27RA	20.88466639	24.74947054	29.83868698	19.8735896	22.03878168	27.38808198	46.22231615	47.72000142	12.25497453	6.111731199	20.53634354	13.31682592	38.58466518	11.09555299
TNFSF10	20.88914654	30.84598943	56.62742227	11.10568967	20.03686693	16.43028188	23.66369346	22.4944279	83.28925191	159.4973639	74.87012495	4.79482117	37.79976098	16.33537888
EAPP	98.61688522	88.29602531	86.6873226	74.28603552	98.84837696	114.9448404	89.34119665	73.77505983	52.0902324	75.70214823	61.78269494	87.07932688	132.3066581	64.4752118
REPIN1	14.24307304	9.915701962	7.971258124	12.50685965	11.67846434	8.613482964	16.4396364	14.28656581	8.992691263	3.305062498	18.37569548	72.25857871	14.97103341	15.2732824
HTATSF1	10.9436062	16.93222324	20.71326022	13.59764052	19.37885112	19.122157	20.96135276	25.97154465	7.130339098	11.84751392	9.350047891	1.928603412	23.04498705	14.95374443
PHF11	31.5111823	25.05705559	33.1409087	22.72432659	28.87677146	35.67339626	34.51667211	26.57518832	26.90379536	27.35083299	25.26474078	28.48468846	40.40410333	28.55532768
FUS	34.22426832	39.28033462	37.90692094	36.08714009	43.92049768	50.42331087	26.93557467	25.46182936	18.86128732	26.59688691	25.956612	44.62801514	58.66561817	17.48901222
GAMT	8.355069946	13.12837438	8.915699196	12.1803132	10.97763305	8.666841467	14.75621737	17.08645785	0.851744742	0.9070832	4.853792889	21.33330544	12.06419059	7.584341814
IRF1	49.97767305	42.34423488	59.91919938	34.6351628	66.3316879	84.96990015	22.42897921	18.43372833	53.2026582	60.69295204	45.98589072	40.27180308	118.8458001	63.36751924
MBNL1	17.38584262	17.79641981	16.42341391	18.64222375	16.7112336	18.73062423	9.967779576	11.76453847	10.73086707	12.21933059	15.03354015	14.03109406	16.56704468	13.97369388
RPN1	19.41696634	17.80690806	24.96857234	17.50047912	23.82728912	35.8626506	16.01285647	10.59593394	38.41655755	37.25435844	33.72207168	66.7759301	43.00715167	131.4130137
SNW1	39.1732443	38.46990298	40.61434838	31.16363967	42.56301649	44.99224421	37.34067205	32.99562575	35.01889552	44.97609933	44.48196872	44.18976629	65.20639281	32.07611214
SNX4	6.553576824	8.257821068	8.172615229	5.851103236	7.472420318	13.6590195	6.056760972	7.07480587	10.87365617	13.40311592	13.7361894	11.61668842	16.8541768	12.63252134
CD28	0.927098645	10.25482122	14.30145184	6.342523947	5.654364943	4.928777445	10.87671197	7.973333957	0.592472304	0.786742079	0	0.853232905	0.951163638	2.108056285
FOSB	60.17466277	50.00829496	57.07721492	49.63083896	66.44929467	41.28913961	14.18057448	5.736635231	152.4023883	59.86976619	113.4479633	107.0936136	37.4602785	35.17237928
RPLP1	23211.26685	23963.57971	23565.6462	26380.82763	22655.48206	16934.59606	17725.21005	17502.02142	20422.86932	13005.49083	20750.8591	21562.37398	15477.97089	30907.19746
RPL41	559.6964739	567.4146272	556.6311445	581.108344	538.9739949	465.9177761	1442.272105	1813.862648	378.2951288	384.1291462	334.8059262	549.1613248	358.9835868	565.6121677
GPSM3	330.0666486	345.8444471	369.594294	310.6478647	361.4466168	364.5150703	568.9570518	611.1416696	357.0844306	411.9837523	310.9096144	245.9909012	437.0459215	152.147592
SSNA1	144.6489418	119.7480563	149.8399833	99.95119274	157.7528011	216.1185902	269.4463611	244.1035934	143.4121659	232.3335849	150.4408087	195.8931375	263.1163262	236.2227731
RNF113A	66.41718357	59.06110215	60.66099227	56.40894384	78.64276666	76.18847467	96.57782751	68.94769093	33.31908967	37.99041915	36.82968776	50.68495557	104.1578196	78.88488716
LAGE3	30.88668098	38.93472939	31.74392252	38.21948067	41.2596261	37.54333007	53.22210565	65.97182684	25.39367806	38.75751024	37.05963882	49.74478566	60.06385273	51.22967284
SSSCA1	84.76988715	77.78112766	75.50125129	68.8249162	88.27150844	116.1961699	98.32912912	89.9207546	89.18485271	71.86704679	85.85880553	129.3504908	186.576121	275.1267866
MRPS26	101.1498038	78.35977903	75.58100573	68.3452665	98.95578344	95.69982705	122.6112818	127.7829462	43.57585825	57.24255049	90.64124498	95.59803727	132.8910216	84.55270566
KLF6	119.205704	116.2999813	188.2860843	67.77943073	195.9351894	172.5869512	103.0217233	45.62086821	169.8941145	139.1526825	155.8514167	312.3888231	153.4713444	105.5212904
TMEM141	50.66686858	65.41250502	57.11851194	59.69640095	66.70997736	76.60575573	92.83708972	97.96353915	98.6506207	123.5068175	79.91940853	256.860929	129.6544845	69.09234538
NOSIP	95.52757565	597.4021404	491.8703255	558.6961175	386.8305701	173.5942246	570.7886546	877.0350013	97.30353703	103.8523535	100.4817369	112.2131172	196.2513582	91.79513224
SDHAF1	36.96986999	30.65000276	35.10560524	30.07109744	40.0307672	47.6937224	58.66616451	49.10234133	28.44534239	30.124075	36.43887464	32.36905752	65.12692702	99.095812
PIGC	43.22183902	57.09822954	51.08197932	42.2883929	38.14906106	56.98147643	51.93973565	59.0268533	25.95761258	33.42256161	19.43358406	33.96205863	66.91493464	8.763525437
LYPLA2	24.33816808	28.63444879	30.54854734	26.2621229	35.32189912	44.85490067	70.87432752	56.47555651	21.42855923	26.79609958	20.4978639	10.20367689	56.7843519	25.78304414
GYPC	84.85804309	139.9316755	106.1780977	180.7178694	155.3337042	152.7024115	315.4203925	368.9037127	31.48078041	30.13282772	61.72855138	43.18858557	175.2612186	143.9911438
KXD1	35.78944281	29.09756178	34.80702762	29.19258727	35.09113937	40.37630625	70.2367954	57.50294696	31.6249525	44.45271276	36.4832466	37.35808304	57.84963689	34.82446564
NPDC1	0.402461821	5.766861041	16.29309832	2.878125598	13.22139415	11.55151002	30.53717764	21.38582615	0.965444729	0.302576608	0.518913695	3.50169339	1.443571613	0
TAF1D	114.0813066	107.0250229	104.1672419	119.3152237	82.37291822	79.09705382	89.80501125	92.74181297	49.0977816	54.57246815	62.18577424	46.34970839	75.50015329	44.13467986
DDX39A	61.54884352	37.26865359	43.62153941	35.2117892	39.78446594	63.66740169	77.01715736	50.70549115	28.96215185	26.35930224	50.42063448	53.3292916	75.48743213	72.69668822
CXXC1	11.84381832	11.05294128	9.586554888	8.756928037	9.003321149	12.63843975	11.82363991	13.66533116	5.634901482	7.493227341	7.223167355	8.199305456	15.10360368	21.12594372
NECAP2	43.26685419	62.71210298	69.75215776	44.74025144	69.04128395	60.59578966	106.7966312	88.14102747	45.01895709	64.31499471	41.78749349	41.08375006	64.61150429	29.58779159
HMG20B	14.51625884	13.45642771	15.3215086	14.14320717	22.42300134	19.34368639	24.60266459	23.88310832	15.79161601	28.11634597	18.12533962	14.30738947	30.07275538	22.76961787
RAB7L1	16.71644946	10.70474285	12.6430829	8.936394076	19.64005205	29.39227669	10.29049381	10.21185382	4.197689719	12.78957802	8.22363268	13.91730406	42.40013553	17.99737276
PITHD1	62.37283338	54.02943772	49.75352533	45.34967299	56.67301735	70.79626348	58.63730914	60.27233599	22.59332792	36.06792674	28.10967535	54.91362314	96.36273231	19.15113161
RHBDD2	17.22889145	17.84917744	25.89298374	13.27219578	21.07689411	31.28681312	48.44132887	38.6365966	15.59023092	13.67233615	13.50044661	19.29634355	38.27525197	17.07214838
BTN3A2	26.51933478	33.0737997	35.22218724	31.63396736	49.44044937	59.76458618	31.21571168	23.81030057	14.33543251	19.47298764	11.59241364	10.25085261	83.0152223	31.1476451
CD59	2.942722425	5.415798113	7.532576385	3.495501884	3.977629392	7.413426431	8.398228704	6.759845819	1.11944762	0.469969665	6.972230052	6.520568854	6.530233519	50.92280091
SSRP1	17.05708808	16.82315799	18.18894105	14.04205604	18.72744086	22.08235197	20.41087199	23.34403334	13.88488618	13.70384493	20.93124812	33.01492211	28.49065927	22.33866484
C14orf1	34.27305467	41.20620282	48.69256888	44.648481	46.6982599	65.26054411	36.51140677	48.48838406	11.89313875	13.12160872	32.97945699	60.60710022	80.6580776	42.73412847
WIBG	36.79749928	44.58945744	44.24267765	35.95280685	37.99281172	46.94865242	64.17665056	64.81613911	36.90117266	43.10007609	44.28035382	40.52731614	49.8947733	73.08731278
KDELR1	25.63186845	24.69794775	29.42074086	23.28344463	28.37418281	32.29980917	50.28737367	44.18191672	59.20276752	35.69263011	35.99686476	50.3399325	38.40458522	131.6659223
SIAH2	57.24950541	26.4427726	36.03007918	19.25275505	27.44181235	33.10028051	50.89079005	37.15918204	21.05436802	20.92020937	26.79705359	15.79114778	31.0366109	40.46172227
MYADM	24.84498787	30.21220076	34.10148051	24.7402587	34.92214466	29.38651878	9.605254653	5.372123644	65.62795785	48.76851655	62.96552504	33.84311629	24.00167554	12.90621152
MRPS36	29.6106635	33.94059464	36.27208529	29.85677982	33.92267732	47.49849519	40.18679244	27.90470672	33.66373339	52.91037511	36.61768066	45.47711924	59.5184143	53.72168824
VIMP	32.91897351	35.10619113	49.40666682	27.41399003	58.21782464	86.92615983	48.8827268	45.69848295	69.97474674	84.97162869	50.37531964	400.5074921	91.1675809	401.4072412
RAB11A	18.01914208	14.00440844	18.0814183	11.85957812	14.65621364	18.11900734	17.48917939	16.30177571	10.83234479	24.4581537	17.3835743	18.24471722	21.62218021	6.735824792
YIPF4	35.60673538	31.28998426	32.95858742	27.70112766	36.66841545	41.57972209	24.12392534	21.09214271	23.24985166	35.30047982	32.51408058	46.9361433	52.71774054	58.68149185
SET	36.25513022	18.65143135	17.34999669	18.35332867	20.86024349	26.13576368	12.69333926	12.52817069	26.76477717	20.60009402	33.86959689	38.86396669	31.106376	51.01155731
GLO1	55.39334029	31.24452416	33.98429785	28.01854254	41.32025055	43.65958692	35.12921148	40.72390967	14.8683689	28.41613565	26.74675643	69.33248627	58.00948918	58.91032257
BRD2	18.1700599	11.3745827	15.5025758	11.33326793	14.14682857	21.75078412	10.55820643	6.960875285	15.77948863	13.4330536	20.29751056	28.68072116	27.63154629	17.35010529
RCN2	48.66619437	32.46520963	31.74608393	34.86565523	36.08157713	47.266705	38.65174674	39.15718752	10.56165343	16.75163668	18.45903328	28.76509263	81.18598543	56.13344907
CCM2	23.13241426	26.26431492	26.52052324	16.63166811	22.51985782	30.13036024	45.6370875	30.44860205	14.72186069	31.7840746	13.37120442	29.18931137	43.5270589	36.76069829
NR4A2	38.14189802	32.58620928	35.69870855	34.07785481	47.63066467	40.06582982	8.26091201	3.517516011	43.28495286	35.54192692	67.45561161	21.0346032	44.85967298	21.23345183
THEM4	2.074139047	10.29831393	10.57216439	10.62083853	6.349088543	4.949909576	16.87390253	14.37740276	0.950740824	1.139427179	2.539679278	4.715873352	4.766146143	7.934942243
RNF149	8.853561453	19.03087706	27.39097817	13.09263809	26.04092369	33.62607811	23.46446367	15.54657239	35.57708109	96.11161877	22.53294725	37.4932947	40.27601057	31.19938747
MAP2K2	14.91766314	11.25331297	13.44739715	11.47713334	16.28169636	21.42820308	32.22332114	25.70385399	22.56069815	25.34356325	26.18466585	22.29197604	32.41285139	33.74922322
ECSIT	25.10177604	16.07646902	17.34508175	17.6896121	21.06288342	20.58486612	29.86250529	36.31120866	27.11475646	21.9690839	23.44489826	22.96036894	26.8413709	11.7070922
LYSMD2	70.2966722	48.02816802	56.89122913	41.188166	57.67297472	62.55159736	28.0374035	35.0891105	79.60123262	99.77735194	68.16861791	137.1952524	53.15226647	8.390486978
IL16	11.54836077	13.7806828	12.03316275	13.40887754	12.42400139	14.97261799	18.21227945	17.81776747	3.784710217	7.577002216	9.386835912	4.932885497	17.5038128	11.706443
SERINC1	12.15041144	17.64744161	17.41989807	16.82555563	13.81442773	21.1380991	12.43725741	10.13342498	11.38284826	18.2132241	11.30489526	27.28360009	21.60866984	11.76589123
IDS	18.24247936	20.6193176	25.1344853	17.8811027	26.89488312	27.45993472	8.778862964	5.81722801	19.23251925	19.0059078	20.09360774	37.65177611	26.52613936	10.24085033
PPP6C	10.8786629	11.23687351	12.78179159	9.346432359	11.85259721	11.83407749	15.31907501	15.84907099	8.790034251	10.91545064	10.20978645	8.060965442	15.91313522	13.47031326
AP1M1	11.54378219	11.10175405	9.941544229	13.54473852	9.384130333	16.09893369	21.88908843	17.22650455	14.90034264	19.72723125	13.21355442	31.40864821	18.92820153	15.57964358
STK4	22.99971486	22.85813261	22.58291448	20.23431493	22.12458069	27.33058978	9.703865536	9.532393811	10.91446943	12.94821444	14.768916	8.271244961	34.05803077	12.30349495
YME1L1	14.65884781	19.21326855	21.04956987	14.29005534	21.79014403	15.56361744	19.86072917	10.93668861	15.70560662	13.16194878	13.05722885	18.86553086	14.96035855	9.325119214
IRF2	33.10899024	20.6819049	23.6088845	20.10089094	26.77156032	28.2243329	15.59433724	17.09313101	25.08370078	40.93489869	20.49782654	13.05633377	39.09152655	55.88472541
AP3S1	66.7310027	51.09766753	64.3060979	46.3856907	72.47636225	76.35757011	66.99440049	62.31754172	85.44537223	98.94865688	75.20946282	156.080941	94.0175361	116.5686991
SEPT2	14.51975151	12.2068741	15.75076366	12.22840851	15.76150539	18.56692924	13.65103043	13.20475878	12.51197385	11.91195246	17.68749148	35.50009859	27.02970649	30.85231748
IKZF1	10.78720388	13.5174922	11.45725665	10.54787415	10.1354928	12.29926118	9.097603896	9.76991216	8.660763805	14.77811055	7.497553709	16.73733091	15.58164257	7.337361894
EIF2AK2	18.59420086	11.33719107	17.09911679	9.56672563	15.91056482	15.75159463	4.153634157	2.664139042	11.46427633	12.09196547	20.10845523	22.71382436	28.81486937	16.36162829
CTNNBL1	37.92651096	21.8554706	26.00211848	18.14188443	25.54884014	35.87465987	32.53266721	24.83355047	23.55162585	47.55495453	37.27631146	42.25355644	46.40015964	14.95723829
AHNAK	4.709454281	3.561303458	7.542240379	2.556955611	8.756703598	9.632457046	3.337419387	1.448580659	15.44786675	10.6656369	12.48951809	6.509287597	9.791736887	13.10565838
UBAC2	22.58555351	24.48129249	21.21253931	28.12874738	24.56538335	27.22502107	21.013921	17.59239094	20.85679812	17.64619953	14.47940997	28.26956631	26.99033565	3.709686394
MAD1L1	14.61608514	16.28348064	13.6199098	13.8568356	9.711092324	21.51662398	33.44272079	26.44325355	8.057893771	15.30333409	12.15623402	10.13998139	22.70110152	3.963426003
GLG1	4.597743315	6.230007635	6.512470576	6.121066063	6.104107527	5.751771647	3.335641429	3.249778028	5.376559918	5.704698796	4.5240701	8.077898211	9.382023683	9.067577932
APOBEC3H	0.888206067	0.588297902	10.07518821	0.636232505	5.015609389	23.01368642	1.087004384	3.895667482	0.286185654	1.507701192	3.351712319	0	35.80793184	9.990292672
BTN3A3	5.587130228	9.469928107	8.878360348	8.688852007	11.43931455	20.56535365	11.30421985	7.906028503	2.701684191	5.931197584	4.45377599	4.694466056	24.53496961	2.931668622
CRTAM	0.759080884	1.909384011	0.477518301	27.3315319	25.7817417	41.22188072	0.639215421	0.679908182	4.183289868	6.362475146	2.745295437	0	10.72013951	0
IFNG	1.36664303	2.613645214	6.220095068	1.24285568	21.2130636	97.62652384	3.772087647	5.803236298	0.795096459	1.770462791	3.049438072	0	77.83678239	0
TMEM170A	7.204836469	7.623259254	6.435117208	5.808033661	7.342210373	9.814390599	7.17504157	5.922058349	6.848221583	6.778355067	4.607482644	3.977086305	10.25855953	7.126536512
CHI3L2	53.85486169	20.73903449	7.057885103	5.644583594	1.487563723	56.22975152	6.88845425	25.36013131	1.587225142	1.255425793	2.653287539	0	43.10164475	1.682925596
GZMK	11.72336137	44.31782346	98.8059681	30.0262345	554.1789467	1419.21901	53.75664881	93.26034598	9.065978685	11.08945911	5.347030232	29.35206296	213.582651	19.24549448
CD8B	4.147550007	16.92381389	8.522531853	468.0616489	434.915782	347.7772506	1.656807583	4.566929012	3.80496659	5.254671722	6.064334012	9.990171697	4.558295501	5.373396684
KLRG1	7.512819937	18.68705017	37.89738747	10.56983204	46.68570472	322.6749531	21.12930206	30.28427729	4.518574416	6.797686706	4.5321866	8.982244838	175.2637594	16.93811884
LAG3	0.407252452	1.413102852	6.111344257	3.199047535	44.35034663	54.05743321	8.050486251	4.540385896	0.643131895	0.895386371	0.263956006	0	1.980307928	0
BIRC3	42.97223673	13.35153556	22.80038393	6.884137056	9.228519429	5.214839399	15.84758028	8.125287249	2.229756351	6.086482862	4.031945235	2.280703965	2.273600287	5.695042464
DUSP2	44.21796985	122.1321467	134.0625421	119.6594572	276.2003975	395.3711172	221.7926472	128.6826579	52.02960629	27.27923935	87.16701355	39.16341629	175.1672902	30.7230267
FLT3LG	13.45791356	97.59936911	104.3681912	85.83835098	111.4326482	34.27299842	170.8716214	185.6142846	6.88383541	14.76933059	5.047091266	5.225481054	24.50431711	10.84800181
GPR171	2.983736432	20.31711194	36.43314525	11.55607005	60.86182379	30.78359889	11.69058241	14.61916045	1.029983755	0.94626711	1.523499407	5.094291143	14.19947738	0.848159134
TRAT1	6.320657611	135.5796988	150.6827486	30.10502131	72.72501753	74.20205373	72.30221209	110.3263798	4.910262374	5.561465226	3.823825506	7.288872463	7.901340965	7.054549781
RPS27	41648.28647	45994.81183	38726.85896	42640.22556	38211.3368	33953.84523	34138.42278	35292.70656	15721.60854	17384.33353	17199.28088	25489.69874	19687.2328	18055.01218
RPLP2	21883.46029	23821.71902	20238.64095	24708.62789	21275.91559	17227.18268	16989.42199	17159.94626	12067.95203	9607.584833	13053.16303	12438.99885	10744.78363	12267.03762
HLA-A	1073.757335	1096.090349	1549.151672	1075.544753	1629.235473	2591.475647	2813.980178	2123.029062	809.1234499	967.7855571	977.5148321	966.182901	3127.916004	2266.181681
RPL32	6190.858782	7162.032336	6008.742056	7470.294755	6114.974257	4369.971025	5212.841505	5702.40375	4469.850072	3094.405108	4787.131611	4379.827919	3063.305738	3535.785204
RPL28	1418.089468	1526.091325	1508.926829	1602.458806	1425.389272	1220.076016	1146.75055	1105.752538	1425.675904	1124.070324	1436.172785	1124.673541	866.6918544	1295.538672
RPL4	1496.168171	1660.237148	1505.628347	1687.458708	1588.326945	1222.023691	2144.368207	2453.06878	1012.403553	893.4853528	1384.126687	1523.440526	924.4124989	1379.124217
ACD	8.585686331	7.964362274	9.9472743	7.519770401	8.925249321	14.25656806	17.37201864	19.04779723	5.241342443	6.49442379	5.866641736	7.387593237	13.09284181	8.796616495
TIGIT	1.814260213	7.067436321	27.85106307	1.80101636	19.57361931	99.64850638	42.65840579	9.747750828	1.297170269	1.843042876	1.06582118	0.649951793	67.76016601	0.616377699
UROD	14.91139715	16.37378536	18.89123911	11.43147861	15.65870748	22.53191363	22.32212412	25.72922636	21.08821454	14.35922331	19.18470451	32.96362782	35.51623982	36.4741999
PTTG1	22.67980181	16.45590153	37.98906459	10.35485852	35.92062728	75.43703823	51.11172931	26.3492165	6.882958667	14.22272836	37.86035598	40.66191791	29.56133308	175.9828619
CCDC28B	20.51892424	16.76749332	15.42399181	10.89282522	7.932545177	36.13128373	23.52575875	27.79957665	10.86147069	5.644563532	22.28279127	59.34509826	141.1402131	0
SLC2A4RG	2.541258535	13.619046	13.6807793	10.74423177	9.917656477	19.62591816	23.63416122	28.76349937	3.143941429	2.088979426	2.101695322	4.264853651	10.80161633	3.109235865
AGA	15.7096384	14.22892452	16.6856442	11.93764633	18.75557337	22.84429538	9.680811976	12.51504893	10.68898088	24.89044164	10.14260884	19.93142815	21.50389773	36.11868177
FCRL6	1.061709426	0.532927451	0.927786165	0.890635572	8.475462823	83.34009528	0.148512348	0.381956966	0.782824808	0.606277991	3.296546617	0	101.6919945	0.577593303
COQ4	14.41808632	15.08348038	17.05512515	13.3974254	25.61998319	26.46738658	27.26582896	23.41858824	13.15325633	15.85501882	19.54690061	21.33180614	24.94472453	33.37585161
MYC	51.84196342	70.93348876	59.46934117	65.18497195	47.71015908	9.954511202	53.47689326	63.83964326	8.611550607	7.623953223	7.653770231	3.162269401	8.741947606	24.23583794
KRI1	6.859070495	6.12168252	6.369979378	7.84336479	9.315063721	8.162056183	5.267890079	6.357453902	3.325443406	3.246696457	4.768620297	12.84906569	11.43310407	4.992447624
OASL	3.637113365	4.209152453	14.98178583	2.637998692	12.47962096	29.44391242	5.684978072	1.516936196	23.51269315	25.68743037	17.45858851	1.784095241	19.68970076	6.871217862
BNIP3	2.738779093	12.21593049	10.04594589	11.36414153	13.58190264	13.75841886	10.44535823	13.06741162	3.048218423	3.66966326	0.779841672	6.293217122	14.32417432	3.163743647
ATG2A	1.906337761	2.821255083	4.18763291	2.033661285	5.354786992	7.025180452	2.778144332	1.5471864	2.946491825	5.462831736	4.994726374	9.879752716	6.54947886	2.2814331
MLLT6	1.918294131	3.084358747	2.996160643	2.838143946	3.780099918	5.002013777	2.101372642	1.63700192	1.18905612	0.675057935	1.220793579	1.659876729	8.907782026	1.227207327
NIPSNAP1	10.94695402	13.08505054	14.68072868	15.49295205	14.65996068	18.10056235	18.04498721	14.60676879	2.252196578	5.09971734	5.566476734	1.309851583	17.31092908	7.399045042
LINS	3.562274698	11.22421091	10.7870393	8.932740988	10.73157272	8.338504419	5.374038053	7.046479796	1.319767609	2.446130954	1.660620295	2.453102704	7.501531533	2.730169423
ARID1A	3.681484753	2.741921165	2.932302533	3.597845459	2.448316561	3.378525096	1.435522876	0.975952491	5.307955721	4.995968733	4.660391381	5.458070239	4.734220885	2.546715122
HDDC2	47.81095146	53.67634363	51.94969455	55.70601195	53.81374215	88.34483593	66.97409714	71.27524761	36.90967288	29.2932628	30.31580705	50.46654197	179.2045476	54.58414129
IFI27	11.42362676	37.5998797	161.6237504	8.066904352	159.6040767	67.40643029	0.770576472	1.752683406	61.79579495	237.4586547	161.6058788	0	22.17450342	44.26483582
KIAA1551	5.981459424	7.382857213	7.814055601	6.247621187	10.33683897	10.73106743	5.767588119	3.231339825	4.41357715	4.352212174	7.850452658	1.712926085	6.768374155	10.06893534
MRPL32	68.02987378	75.41322472	82.73995198	77.81935927	80.06709385	88.76988942	98.58083301	84.07154931	90.39740897	75.39992696	61.06646238	54.03468036	112.9460932	141.6192604
MRPS15	84.64697316	90.52585367	92.94818098	91.30655759	98.11464075	119.3651188	110.4828907	88.84340655	120.2805077	99.0554552	164.3907034	161.7752532	134.8530269	214.4473487
PIK3R1	1.508771769	3.757126543	4.265509101	2.678452261	4.244863124	4.767383958	2.247526176	1.753881224	1.641987113	2.130970722	1.377274194	3.712064901	5.019279428	0.194848788
SUPT3H	2.23070495	8.126079979	7.400172726	8.58169651	10.18752765	6.131533925	3.359028006	3.888778806	0.895688395	1.035001774	1.505675497	9.500836136	4.819954943	3.714938964
TIMMDC1	44.74817947	28.6920965	36.22957383	31.59525638	34.28990858	46.6715644	38.27274531	40.54844113	42.04525826	49.8373014	44.12528868	55.46214849	69.42951152	64.26632117
ZNFX1	2.329668407	2.579859656	3.514581085	2.208501781	2.579074173	3.554980465	1.297058891	1.306676408	3.466083001	4.467952212	3.632849001	3.044173828	3.398729672	2.957319584
IL7R	12.08573321	152.5303355	183.4136681	115.0079552	202.573709	73.05806369	77.67824035	88.19429865	7.196998401	9.360371461	8.681113444	18.06231969	21.10986201	15.26596495
RASA3	4.479442953	14.56111869	12.15704427	11.43111193	10.685336	14.13559386	14.17490013	12.81164333	3.416832227	5.2926706	3.135426056	1.711731089	20.65006044	1.945564487
RCAN3	10.22919862	41.06620601	37.20718369	41.83528058	22.63400051	10.82641733	39.11235277	35.47013947	3.705834515	3.980524746	5.490018179	5.671141666	4.014731401	4.019121184
ZFP36L2	110.3739262	280.3577084	287.769823	227.7468026	319.6400138	219.5997472	188.5349162	191.6167398	177.7644402	102.0342095	154.2977622	127.1664941	182.4569139	59.62221144
POP7	42.98867603	45.54702123	53.18467528	45.52689245	74.7914764	84.29631453	77.11573791	66.33509612	57.3980798	71.43093199	75.35141159	50.79346222	102.7867451	110.0956697
MT1F	26.2959171	88.74741316	98.56937874	180.0545693	193.183384	170.3150224	83.11242353	76.07695277	101.6747024	11.79281039	12.3754311	0	99.99840682	56.11675041
TMEM256	256.3077088	207.5668937	200.3688591	232.3439226	198.385551	240.4584633	199.3639053	199.9612045	306.475636	240.9834581	252.7376641	350.2464198	260.9339051	408.2749425
WBP2	40.13419549	32.57815872	34.14808971	30.8578913	38.94192881	42.07029677	41.5397759	41.09857129	30.31202897	53.81097982	29.21807421	29.80351232	41.8718101	24.40989247
LYAR	23.09606493	37.48668325	90.24268473	51.0923362	421.5537979	384.6728308	58.95941701	64.36614919	28.54573443	31.30493049	24.43708783	16.76335726	235.3189064	20.52403652
TUBB4B	29.61981118	26.67126082	42.35815567	15.74334134	46.61296247	56.10137349	57.93297261	27.90333003	40.27741768	45.45488336	48.81327993	58.44791546	67.25666288	54.05209217
CD2BP2	18.26834695	11.46207096	14.76758322	13.82551693	17.91362517	27.71071281	15.98119863	15.20962725	19.96524487	25.60237344	21.07219296	29.63247584	47.75805571	38.08990157
DYNLT3	23.96002459	29.88200577	35.43278739	26.69716516	36.13872054	32.32608575	29.91141848	32.15163419	7.861124708	12.88961208	6.561417114	11.14281646	27.73686531	17.69612024
USE1	46.10896359	33.24222273	26.3409598	34.70283518	31.7957542	33.38264506	35.70519273	42.59648774	24.40684435	19.98794101	25.7387515	46.94552549	30.90368789	42.42454472
TNFAIP3	6.138469494	18.68196861	28.68488947	13.25056906	24.22029193	15.67544019	14.31834288	5.455852197	12.66094375	5.049170701	7.385960213	10.43905122	17.64699826	8.094973793
ZNF683	0.358371797	0.470869387	1.423529586	2.474929861	77.79548761	21.40114978	0.681936186	0.456766901	0.247999298	0.617597617	0.293109341	0	23.95415632	0
