glpT	glpR	glpX	glpF	glpK	glpD	glpQ	glpC	glpB	glpA	flhD	flhE	flhC	flgC	fliS	ygdB	fliH	fliL	flgB	ycgR	fliG	flgN	gltI	fliI	fliO	fliF	gltL	flgG	fliR	flgD	hdfR	flhB	ppdC	fliK	ppdA	fliM	fliJ	recC	flgA	flgJ	flgI	fliN	gltJ	flhA	ppdB	fliQ	fliT	flgH	ygbK	fliP	flgM	gltK	flgE	fliD	yhjH	flgF	fliE	qseB	yecR	lrhA	hydN	mdh	fliY	hypF	fliZ	fliA	mglB	ccmD	ccmA	ccmC	mglA	ccmH	ccmB	modE	ccmE	narP	ccmG	ccmF	napC	napA	napF	napD	napH	narL	napB	napG	iscR	nrfG	nrfE	nrfB	nrfF	nrfA	nrfD	nrfC	hyaA	hyaE	hyaC	hyaF	appY	hyaB	hyaD	ydhT	fdnH	ydhV	fdnG	fdnI	ydhY	ydhU	ydhW	ydhX	hcr	yeaR	nsrR	ytfE	hcp	yoaG	fdhF	hycC	hycH	fhlA	hycA	hycE	hycD	hycG	hycB	hycI	hycF	hypA	hypD	hypC	hypE	hypB	fnr	dmsC	norV	dmsB	dmsA	norW	norR	dcuS	pheM	rplT	ynfE	ynfG	ygbA	ynfH	narX	ynfF	dmsD	nikE	nikR	nikC	nikA	nikD	nikB	moeB	frdD	moaE	cydD	dcuA	frdC	dcuR	frdA	frdB	dcuB	fumB	moaA	moaD	cueR	moaB	moaC	aspA	moeA	cydC	hyfB	hyfI	hyfC	hyfR	hyfH	hyfG	hyfF	focB	hyfE	hyfD	hyfJ	hyfA	hmp	nirC	nirB	nirD	cysG	aceE	narK	ubiC	adhE	ubiA	aceF	wzxE	rpsI	yeaE
0.4903964	0.4949285	0.4639178	0.2715351	0.5198833	0.0009617	0.2378704	0.2843783	0.2169153	0.3207744	0.7609911	0.4576174	0.1895605	0.6161501	0.6963830	0.0041741	0.3482610	0.3238945	0.0713563	0.2935556	0.6098022	0.3828613	0.0079820	0.7092135	0.4432787	0.6932038	0.3483428	0.0028237	0.2389025	0.5540181	0.7727487	0.4164377	0.5524257	0.1909938	0.4220972	0.0099378	0.6746461	0.3736075	0.4032151	0.7174031	0.4908355	0.3284050	0.4767559	0.3933147	0.3197407	0.3676069	0.1135421	0.2510126	0.7000840	0.2125685	0.2564388	0.4468571	0.4772502	0.5839478	0.5574382	0.4267128	0.6828219	0.6736283	0.3948633	0.6388109	0.2862176	0.3308476	0.3327520	0.3556090	0.5768758	0.0547267	0.2483877	0.5239740	0.4264743	0.8320405	0.3614110	0.1612748	0.5614267	0.6835683	0.5738411	0.6109987	0.8332888	0.4347313	0.5728532	0.6496704	0.7527430	0.6311393	0.6474750	0.5323011	0.4957238	0.2444050	0.7192900	0.6142170	0.6502715	0.5853064	0.5119105	0.2974798	0.5719011	0.5910121	0.2726590	0.1438235	0.0379739	0.2946388	0.6030566	0.4424319	0.0286669	0.0162905	0.0171901	0.3317694	0.3373257	0.3880672	0.2774320	0.6130472	0.3171487	0.2683374	0.6684336	0.6458874	0.6073003	0.3545393	0.5786331	0.4363215	0.4437324	0.2048860	0.2799912	0.2741226	0.0117200	0.4802943	0.5068965	0.3058191	0.1599022	0.1351509	0.7597101	0.2148569	0.2189922	0.4627833	0.1862706	0.2213476	0.7185056	0.0092789	0.5392121	0.4213638	0.3674152	0.2511965	0.1623318	0.0190178	0.0736290	0.0008241	0.0533673	0.4881238	0.0824758	0.0013860	0.0144579	0.1822330	0.0009369	0.5553237	0.2669449	0.0153976	0.4013519	0.6062467	0.0496685	0.0364306	0.4918200	0.8907634	0.4195047	0.2353582	0.0772011	0.0621989	0.3674297	0.0419924	0.0257471	0.4435978	0.2303538	0.0368201	0.7645339	0.7065226	0.4105685	0.5035275	0.1092377	0.5181409	0.2051704	0.1151056	0.4405316	0.2354297	0.2098832	0.1061800	0.0251535	0.3339097	0.0253125	0.0632160	0.0031279	0.1954684	0.0047625	0.5010486	0.6603280	0.5782971	0.3765679	0.3619979	0.3289639	0.0959843	0.3145699	0.1648105	0.5764152	0.0280018	0.0821964	0.3359961
0.3459575	0.6975950	0.0819623	0.2690957	0.2103423	0.0160463	0.1707797	0.5988291	0.3772146	0.2735556	0.8298919	0.6095509	0.2895390	0.6192096	0.7390428	0.0791102	0.5472314	0.7036197	0.5890907	0.3567118	0.7246426	0.5590119	0.1327081	0.5398335	0.6704560	0.5424460	0.6926514	0.1179416	0.1893097	0.7747848	0.8705760	0.3766785	0.7153978	0.6056124	0.4518313	0.1790550	0.6100474	0.6357630	0.4732331	0.6360124	0.3190382	0.2421570	0.6235174	0.4705267	0.4798985	0.3216270	0.0784029	0.3506392	0.5775707	0.3694652	0.6382915	0.3662899	0.5299383	0.5805050	0.6250230	0.4347111	0.5667136	0.4251937	0.5628016	0.5738634	0.4822078	0.2986589	0.3166657	0.4230471	0.6156263	0.1722663	0.0754476	0.5554356	0.6688322	0.7021829	0.3252838	0.1198226	0.6557360	0.6228318	0.6209309	0.6964863	0.7635826	0.4826459	0.5345179	0.6216693	0.6030895	0.6492181	0.7107346	0.1066600	0.6039696	0.0836861	0.5073299	0.6156679	0.6101999	0.4686895	0.3937671	0.7891411	0.3809208	0.6818590	0.4343748	0.1586856	0.2473305	0.1068683	0.8891845	0.5141604	0.0764938	0.0871585	0.0875583	0.3576299	0.0721637	0.5601700	0.6261792	0.2403917	0.4942752	0.1538400	0.5422032	0.7067168	0.7251952	0.1601580	0.1418183	0.0776453	0.3971118	0.6657584	0.0675520	0.3905337	0.3366706	0.3875314	0.2976909	0.3911419	0.2833185	0.0110845	0.6866244	0.1544585	0.4348653	0.5973756	0.2498205	0.0623546	0.6079420	0.4072985	0.6456037	0.5051838	0.3777532	0.4197939	0.2099054	0.1013207	0.0404854	0.0000923	0.4826018	0.6630555	0.0289343	0.4976180	0.2930627	0.4342935	0.0448718	0.5344981	0.3621568	0.2555542	0.2146399	0.5438019	0.1749435	0.0942146	0.5441937	0.4460660	0.0003060	0.4673845	0.4034034	0.1774862	0.3443016	0.5883560	0.2695371	0.5495932	0.1298603	0.1932188	0.7898225	0.6320344	0.0658068	0.7196103	0.0306145	0.2899208	0.0836918	0.1686916	0.0073978	0.1116260	0.0335037	0.1082698	0.4121050	0.4082333	0.0052909	0.1958175	0.0093457	0.0395008	0.0004177	0.4390756	0.7292640	0.6508941	0.2813718	0.3468002	0.2185239	0.1774022	0.4678881	0.3638099	0.6301521	0.0266267	0.0355399	0.0919053
0.1466699	0.5660629	0.1635574	0.1566430	0.3175900	0.0082965	0.4563957	0.5730027	0.3541247	0.2817306	0.7221903	0.3590046	0.0511931	0.4119168	0.3006935	0.0004176	0.3965021	0.2307805	0.0013736	0.3634235	0.4854325	0.2773189	0.4525753	0.6726874	0.2708388	0.4509237	0.0003327	0.1363908	0.0000486	0.4453899	0.5899367	0.2754740	0.4207763	0.0086465	0.6979582	0.3031112	0.3963348	0.6517042	0.5679665	0.4315307	0.4662960	0.3564367	0.4487113	0.6107310	0.0282413	0.4029469	0.0007581	0.1978536	0.4278349	0.1656147	0.3363664	0.4062220	0.4587668	0.2052779	0.5002143	0.5663669	0.1971300	0.6504697	0.2682611	0.5876399	0.4254467	0.4740571	0.0080294	0.3005152	0.4367733	0.0197764	0.6785418	0.4570731	0.1872629	0.6679093	0.3742433	0.0274474	0.3334988	0.5995039	0.6337614	0.6705542	0.5711128	0.4785429	0.5950016	0.7197573	0.6268843	0.5543125	0.6788288	0.6048589	0.1546003	0.0282460	0.5801486	0.6058818	0.6789325	0.5197608	0.4377956	0.0842515	0.4688170	0.5917541	0.2871465	0.0119566	0.2115770	0.4167282	0.7740951	0.3258600	0.0125900	0.0294848	0.0101790	0.4665632	0.4833795	0.6498394	0.5610144	0.4138455	0.6646932	0.0574273	0.5927934	0.5801024	0.7060881	0.4502681	0.1790610	0.4948908	0.3336613	0.4442467	0.0527024	0.3408988	0.0031829	0.3904334	0.4619368	0.2881559	0.1439892	0.0022843	0.7334726	0.1274890	0.2018126	0.4372303	0.2009460	0.4358513	0.7902900	0.2329238	0.4635226	0.5949140	0.4689890	0.4002924	0.2916870	0.0055542	0.0488681	0.0887070	0.0297727	0.4145851	0.0802222	0.0014092	0.1477335	0.2479902	0.0046082	0.4689014	0.3069472	0.0781660	0.2317310	0.7201789	0.2357540	0.0752588	0.6656118	0.5491282	0.1161738	0.3733724	0.3176533	0.5849506	0.3040176	0.2279142	0.4007832	0.5822731	0.0372007	0.1206262	0.6239397	0.7374179	0.1538223	0.6033986	0.2214207	0.4740835	0.1741950	0.3015209	0.0130785	0.1838445	0.1607178	0.0034457	0.0095505	0.1814840	0.0050207	0.3255705	0.0061018	0.0223124	0.0130323	0.6636420	0.6617439	0.6541533	0.5462748	0.3665814	0.4726402	0.0088162	0.1474634	0.0761099	0.5658976	0.0188628	0.0756860	0.1969646
0.3537028	0.6456226	0.1261331	0.1401027	0.3595138	0.0014469	0.5614969	0.5438665	0.2219841	0.2444830	0.5720789	0.6135689	0.0484313	0.3404615	0.4099741	0.1083964	0.2907897	0.0007679	0.0913172	0.2418441	0.3575470	0.3081547	0.1621966	0.5422293	0.3187596	0.3546764	0.2691247	0.3297562	0.5062509	0.4040507	0.7040830	0.2069183	0.4496957	0.0050882	0.2461059	0.0006004	0.2127474	0.5765245	0.3226386	0.4816655	0.4099338	0.2001096	0.4779219	0.2879208	0.3668646	0.3056630	0.0034497	0.4460669	0.5132445	0.3793464	0.1955920	0.1604848	0.4636737	0.1532595	0.5403543	0.4761176	0.3783068	0.6273485	0.2131646	0.5799693	0.6912097	0.6792043	0.0008060	0.4481198	0.2095220	0.0560505	0.6555334	0.4430529	0.5583367	0.7135747	0.5244688	0.1716729	0.5230323	0.6689431	0.3307209	0.5460018	0.6393536	0.6477843	0.3066704	0.4996820	0.5810955	0.4951117	0.6956088	0.5655347	0.1828519	0.2682881	0.6600597	0.2847825	0.8059648	0.6933450	0.3882469	0.3174178	0.3387511	0.3939872	0.2365628	0.1655588	0.1856787	0.3112258	0.6965935	0.3271787	0.0001194	0.0095439	0.0101835	0.6743695	0.5676458	0.6887359	0.5135149	0.4691890	0.3383128	0.0967897	0.7775941	0.6878892	0.2024596	0.5951940	0.2533469	0.6222003	0.6065103	0.6275305	0.3837487	0.6283056	0.3685817	0.6631895	0.7503667	0.7110145	0.5463302	0.0671638	0.7152742	0.7724285	0.6810517	0.5787910	0.4893389	0.9017113	0.6328156	0.1291387	0.5548097	0.6181792	0.1220415	0.3636084	0.3170006	0.1314673	0.4276121	0.0049080	0.0379614	0.2782409	0.1373579	0.0661829	0.1185845	0.0001148	0.0010267	0.2236599	0.3303891	0.0512898	0.3053266	0.8092936	0.6593827	0.0490475	0.4053393	0.7082109	0.2599847	0.1062244	0.1231263	0.0601246	0.0216961	0.3647224	0.0799306	0.2117374	0.0495369	0.0007327	0.3719025	0.6426327	0.1453214	0.3101425	0.1025954	0.4762831	0.3058761	0.0030772	0.0030521	0.1266080	0.2400307	0.0024317	0.2457350	0.2183682	0.1785858	0.4081362	0.0036085	0.3492737	0.1184666	0.5528494	0.6342713	0.7616277	0.5398677	0.2218922	0.2509882	0.0102008	0.1976977	0.0936582	0.5918582	0.4017008	0.0563611	0.5837848
0.3545590	0.7150506	0.1117802	0.1910024	0.2732482	0.0152623	0.5330004	0.3613729	0.3152911	0.1906018	0.6300303	0.6687431	0.1625292	0.5614134	0.6867236	0.0050090	0.6759008	0.4788106	0.2760948	0.2978261	0.4031740	0.5326711	0.2801140	0.8114465	0.6440767	0.7083636	0.4389468	0.0285441	0.0152341	0.4476044	0.4369235	0.4507961	0.7169688	0.1641398	0.4687756	0.0138005	0.6630314	0.3945920	0.3359689	0.6430316	0.3482639	0.3540840	0.6216083	0.4566084	0.3851449	0.4016092	0.0383980	0.2727542	0.6730763	0.2713134	0.2105157	0.4529597	0.6283558	0.7117173	0.5944649	0.3907863	0.6653870	0.6941106	0.2606200	0.5124521	0.4582381	0.3029861	0.3298692	0.3553983	0.5426065	0.1049620	0.1518250	0.4660187	0.3471169	0.6256087	0.3862630	0.1751454	0.4443676	0.7299775	0.5406233	0.5779051	0.6796805	0.7484363	0.2869129	0.4340507	0.7560934	0.6541810	0.7605661	0.5420331	0.5020974	0.1739080	0.6798529	0.7505168	0.5830812	0.5184675	0.4162369	0.3618130	0.5003477	0.5199110	0.2913898	0.1937554	0.0353886	0.4766888	0.7588188	0.3873918	0.0464342	0.0012275	0.0123697	0.6824212	0.3378820	0.7022062	0.4363997	0.4893476	0.4575508	0.4278597	0.7242431	0.4923496	0.7210646	0.4645652	0.3443135	0.2009770	0.3509020	0.4153679	0.0958024	0.3413914	0.3419895	0.5338060	0.7938572	0.3066806	0.3895758	0.0077375	0.5870217	0.2812239	0.3122163	0.4708233	0.1947164	0.3312784	0.6785698	0.2270402	0.5978267	0.5254176	0.3126072	0.2340726	0.3006839	0.1177303	0.0389334	0.0911227	0.2960826	0.4739922	0.0430043	0.2326046	0.1098296	0.4832425	0.2552242	0.4157787	0.4323762	0.2891009	0.2524885	0.8799659	0.2368828	0.0252503	0.4831652	0.7176738	0.2716079	0.2777264	0.6137989	0.4755367	0.5129960	0.5955788	0.3956664	0.5210660	0.0031785	0.2180774	0.2427224	0.6536506	0.2257749	0.3613152	0.0756414	0.6258812	0.2150278	0.1898416	0.0001554	0.2751533	0.1499867	0.1865054	0.0797767	0.3438919	0.0510724	0.2627685	0.0096557	0.2457060	0.0442147	0.4870285	0.6713710	0.6207587	0.5821410	0.3262443	0.3911989	0.1331690	0.5448474	0.0470166	0.6340455	0.0329460	0.0078420	0.3855211
0.3178210	0.7730892	0.1294823	0.2272554	0.3637550	0.0012867	0.5588020	0.6478111	0.2842127	0.2883387	0.8252901	0.4114159	0.1031942	0.4645696	0.5252889	0.3719266	0.4207600	0.0550950	0.1274601	0.4598939	0.4208498	0.3353362	0.0023813	0.6133435	0.3198742	0.5501955	0.0389398	0.1969038	0.0248377	0.4882602	0.6381759	0.5471022	0.6614371	0.0255970	0.5571466	0.0052866	0.5804359	0.3658875	0.4604208	0.6414639	0.4137025	0.1742291	0.6983755	0.5506472	0.0702988	0.2624703	0.0225099	0.4679402	0.3639096	0.1550298	0.0011660	0.2150176	0.3922403	0.0671888	0.5504311	0.4337054	0.3927162	0.6736521	0.2605380	0.3288924	0.3431797	0.5324783	0.1153395	0.3236573	0.3900494	0.0593957	0.7225938	0.4469547	0.4895053	0.6196896	0.2312540	0.0884105	0.6089090	0.6953468	0.4622468	0.5344956	0.6021269	0.6684907	0.6722240	0.3596349	0.6368843	0.7991277	0.5277479	0.3292739	0.2947122	0.2122782	0.7521816	0.3387599	0.5466429	0.6537935	0.3618199	0.1696124	0.4544910	0.5085316	0.4131812	0.0975416	0.0349266	0.5580181	0.5646295	0.4442621	0.0557482	0.4560794	0.2122026	0.3034753	0.1870786	0.4477808	0.4839636	0.2032638	0.6112169	0.2164882	0.6417492	0.7377939	0.5308946	0.3727984	0.2698643	0.2709785	0.2697599	0.3212589	0.1558722	0.4279354	0.2580779	0.6144112	0.5201376	0.6130509	0.2794519	0.2407249	0.5895610	0.2552153	0.3199085	0.4029876	0.4189968	0.4657771	0.7082076	0.3279292	0.4650634	0.6422671	0.1456767	0.3265664	0.0886333	0.0126478	0.0475953	0.0778739	0.1021678	0.5452271	0.0002340	0.2798154	0.0270410	0.0288452	0.2110806	0.2589705	0.5330115	0.1424385	0.3257791	0.6867003	0.1804347	0.0253872	0.4023934	0.3586132	0.0866639	0.4249325	0.5769211	0.4210125	0.3968888	0.3450373	0.3759422	0.2412748	0.0014299	0.0005748	0.7106403	0.7116540	0.0125263	0.3354398	0.4695201	0.4568343	0.1518099	0.3413549	0.3116585	0.1966051	0.1232975	0.0965212	0.0589637	0.3357107	0.2099666	0.3028660	0.0026345	0.1469354	0.0898717	0.4443458	0.6386068	0.5509170	0.4864127	0.4268784	0.2478035	0.1936263	0.4085505	0.1801784	0.7342316	0.0292535	0.0588184	0.3916040
0.3436244	0.7708651	0.0390825	0.2157386	0.0464299	0.0004399	0.5743403	0.6071230	0.3066882	0.2753472	0.6764018	0.5905882	0.2775295	0.6124115	0.7299769	0.0236447	0.4543496	0.5677231	0.2822256	0.4871203	0.5374934	0.3497852	0.0422187	0.8251381	0.4995198	0.4419631	0.5526939	0.0258192	0.0407899	0.7299383	0.7305473	0.2881853	0.5103093	0.2435514	0.4501206	0.0555307	0.5912388	0.4482172	0.4570946	0.7608283	0.2348191	0.2649969	0.7195279	0.4529710	0.4441876	0.2564012	0.0071344	0.4211202	0.4773597	0.2508024	0.2348867	0.2462301	0.4986773	0.6143043	0.6248220	0.4820157	0.7266714	0.5986649	0.2755460	0.6790354	0.4767690	0.3043302	0.4628729	0.5329389	0.5409513	0.1752753	0.0483335	0.5275748	0.5017806	0.6818298	0.3660819	0.0024329	0.6904471	0.7859333	0.4202834	0.7497384	0.5782851	0.5963379	0.5729747	0.2658989	0.6125174	0.4990792	0.5402475	0.7731795	0.3297447	0.2657496	0.7795020	0.7475278	0.6789120	0.5284552	0.2850533	0.5802078	0.6221474	0.5655696	0.2893863	0.1404822	0.0615717	0.3472168	0.7130675	0.2512218	0.0154344	0.0062194	0.0101734	0.4827220	0.4659545	0.4493568	0.5862128	0.2671213	0.6765416	0.3922039	0.6874946	0.5296781	0.5207244	0.6442033	0.7243051	0.6167705	0.3795576	0.2741412	0.3029495	0.3155326	0.0461424	0.5633683	0.2200939	0.2667864	0.3596987	0.0985590	0.4841804	0.3278766	0.3921116	0.4532702	0.2831221	0.2261123	0.6577345	0.0034379	0.5466099	0.7332243	0.3188352	0.2857704	0.3089195	0.0238224	0.0550204	0.0014254	0.2583723	0.4158613	0.1325161	0.1774327	0.4863711	0.0001904	0.2467962	0.3052281	0.4326342	0.0654118	0.3552572	0.6500364	0.3098299	0.0440236	0.3543751	0.1959230	0.3434657	0.3018179	0.2321106	0.3972044	0.4562777	0.3702259	0.2421941	0.6120995	0.0001125	0.0083832	0.6829290	0.7277478	0.0056918	0.7143795	0.0639106	0.5725345	0.2407982	0.3748629	0.2626644	0.0804428	0.0021264	0.0014676	0.1541352	0.4756802	0.0817182	0.0636119	0.1167169	0.0014383	0.0256111	0.6783368	0.6862076	0.7111768	0.4591026	0.2246353	0.2353030	0.1255079	0.4954248	0.0832849	0.5514776	0.0080074	0.0233206	0.4151691
0.5322120	0.3475489	0.5613508	0.1765625	0.5972736	0.0299530	0.2815183	0.4511796	0.5858984	0.3123996	0.8438867	0.3272452	0.0176066	0.6294741	0.5520093	0.0028149	0.6045014	0.0544962	0.2249912	0.6927601	0.5164039	0.3014116	0.0004105	0.7251570	0.4227505	0.5473035	0.1014355	0.4671089	0.0005589	0.4874443	0.7278897	0.5974920	0.3089098	0.0804921	0.3255265	0.0231244	0.6232202	0.4655475	0.5259453	0.7273932	0.2910669	0.2442070	0.4908647	0.6259481	0.0984638	0.3361943	0.1074802	0.2354621	0.4622957	0.1636625	0.2254292	0.3956532	0.4283580	0.0503496	0.7202721	0.5263300	0.3627037	0.7900169	0.4742591	0.5598972	0.3347477	0.4860177	0.0962241	0.2028091	0.3595072	0.1528099	0.6264836	0.4525591	0.4147537	0.6574650	0.2881930	0.0010311	0.6600619	0.5745353	0.4570647	0.8106109	0.6910794	0.2649725	0.3963399	0.4677952	0.8407317	0.6023089	0.7297339	0.7041684	0.1616168	0.1374871	0.6390865	0.6455624	0.6759281	0.4516634	0.4906017	0.1724657	0.4880565	0.6628596	0.1042311	0.1264889	0.0422123	0.3185269	0.4580335	0.0869548	0.0048207	0.0072349	0.0043596	0.4905604	0.2544262	0.6527740	0.5569498	0.3511785	0.7685314	0.4753314	0.5580336	0.6312157	0.6952539	0.3804287	0.3236898	0.2305831	0.7712813	0.4925024	0.0702700	0.4782906	0.5081158	0.4018863	0.4131565	0.3193426	0.2701969	0.1079317	0.7353621	0.2259061	0.2550929	0.6782775	0.3404954	0.0605692	0.7039481	0.1751415	0.6117390	0.7431358	0.0525437	0.3145840	0.2379228	0.0141845	0.0728883	0.0000611	0.0422223	0.4444338	0.0983389	0.0877740	0.0020933	0.0936972	0.0906717	0.4893067	0.3569405	0.1896869	0.1637668	0.6681549	0.3655649	0.0913998	0.3017637	0.5828270	0.0774741	0.1094771	0.4594258	0.2398846	0.2354848	0.2350755	0.2293937	0.6519627	0.0022547	0.3993071	0.8079543	0.7118840	0.2333516	0.4926746	0.1072861	0.4478902	0.4423528	0.1309508	0.2242561	0.0793739	0.2543226	0.0017976	0.1193002	0.2366374	0.0060810	0.2173902	0.1505445	0.3541796	0.0526192	0.4621135	0.8986418	0.6584764	0.5834121	0.1358602	0.1990933	0.1724637	0.5282788	0.0644282	0.4954756	0.0197569	0.0402993	0.0866889
0.3330113	0.4308646	0.4294603	0.3381507	0.6247146	0.0092683	0.3187302	0.6797115	0.4024952	0.2809037	0.2719953	0.2655278	0.1180262	0.3994000	0.4924869	0.0744094	0.4947611	0.0422943	0.1178116	0.2234876	0.2751480	0.0293189	0.0666365	0.6247021	0.1695526	0.5085235	0.0276040	0.3355712	0.0026368	0.4332871	0.6792281	0.1122005	0.6181226	0.0406286	0.2042977	0.0051694	0.5219800	0.1480755	0.3552593	0.7329631	0.0722238	0.2056787	0.4617415	0.1381982	0.1500034	0.2997351	0.0027315	0.2347242	0.3734856	0.1491162	0.0658550	0.0167418	0.1784040	0.1339717	0.6180644	0.2566261	0.7568538	0.3873405	0.2992797	0.7261917	0.1233722	0.4973238	0.2801628	0.4440785	0.2451380	0.0683747	0.3963570	0.6064088	0.3265126	0.7879355	0.4549766	0.0000472	0.5920751	0.6329279	0.2159784	0.8123029	0.4505936	0.4807685	0.4045464	0.3584217	0.5287824	0.3214802	0.5671957	0.5207073	0.2494549	0.1221425	0.7162810	0.6040167	0.6503761	0.5175376	0.4601293	0.1851611	0.4086896	0.6238238	0.2955950	0.1223555	0.0577218	0.1484459	0.6773232	0.2233987	0.0343876	0.0568080	0.0000958	0.2658166	0.3723733	0.5951922	0.1585000	0.3583394	0.3139298	0.4808575	0.6435342	0.5677775	0.6074511	0.4363421	0.7299110	0.3536446	0.6737218	0.1019636	0.0013387	0.0715922	0.2037289	0.6614931	0.2432238	0.1135477	0.2328655	0.0029234	0.5357501	0.1376358	0.1129407	0.2926709	0.1176808	0.5771310	0.3776910	0.0033829	0.2682365	0.5244402	0.3632822	0.3619953	0.3151170	0.1512174	0.1676907	0.0001027	0.1006517	0.2545080	0.1307507	0.0005174	0.1101290	0.0337898	0.0067797	0.3777143	0.3118389	0.1245097	0.5618935	0.6925598	0.1747113	0.1293994	0.2077154	0.4893541	0.5631918	0.0748577	0.2374788	0.4177113	0.4170468	0.0884089	0.3200921	0.4561714	0.0333350	0.0004077	0.7056661	0.6304665	0.0182804	0.1893181	0.4018524	0.4695846	0.1843945	0.1273949	0.0000900	0.2262281	0.2120911	0.0548130	0.0314351	0.2681167	0.0885334	0.0707539	0.0476529	0.1797685	0.0570330	0.7001889	0.7042002	0.6286365	0.5243075	0.1861333	0.0380431	0.1396685	0.5877133	0.1007521	0.3722515	0.0312280	0.0369907	0.1997702
0.2172446	0.5825820	0.1289382	0.3562243	0.2530537	0.0111488	0.6140436	0.7062146	0.2618773	0.1966344	0.7897729	0.4555041	0.1572847	0.5423896	0.5198751	0.0005196	0.4887207	0.0634463	0.0788489	0.4782440	0.4823506	0.4817756	0.0025507	0.6825751	0.3372735	0.5482743	0.0029068	0.0007249	0.0027036	0.4225632	0.7464157	0.2324126	0.3474634	0.1312118	0.5371787	0.0007557	0.5559257	0.3980501	0.3192786	0.6070508	0.3669739	0.2432847	0.4837840	0.6187704	0.0757969	0.7541455	0.1221698	0.2232235	0.3805999	0.1411414	0.1237026	0.3032281	0.5999989	0.0313727	0.7300810	0.5325981	0.3769240	0.4206303	0.2465655	0.7194108	0.4192281	0.6854217	0.0310291	0.3798213	0.0637472	0.0868544	0.4239132	0.5439066	0.4711713	0.7820028	0.4151320	0.0002345	0.5091677	0.7327217	0.3883663	0.3549813	0.6495493	0.4263061	0.2513784	0.5785102	0.4625663	0.4950320	0.7221284	0.5344403	0.1948447	0.0572676	0.6397663	0.5956221	0.5434168	0.5053367	0.5090095	0.1193086	0.3165075	0.6457211	0.4048720	0.1763375	0.1213601	0.7109529	0.6323481	0.2202408	0.0777902	0.3065665	0.1963566	0.4591219	0.5881393	0.5834330	0.5545412	0.6501150	0.4119394	0.1226011	0.6278134	0.5216771	0.6487901	0.6034629	0.3461973	0.5679082	0.1511824	0.7411732	0.0634776	0.3637324	0.0079682	0.4401172	0.4476363	0.3930688	0.2453670	0.0445923	0.4374369	0.1954414	0.2470372	0.4711749	0.3152170	0.0825931	0.6717110	0.1550204	0.7839987	0.6806592	0.2678648	0.1218630	0.2376915	0.0628850	0.0592390	0.0936878	0.0929034	0.5059896	0.0789473	0.1073506	0.0657832	0.0011674	0.3767413	0.3885431	0.4198472	0.3363068	0.4945430	0.8068802	0.0433177	0.0135747	0.4234887	0.6747627	0.2991790	0.3866565	0.3737513	0.2137791	0.4736713	0.1732854	0.2619505	0.6008198	0.1996955	0.0025499	0.5862949	0.5661383	0.2598995	0.3151219	0.0775669	0.4324319	0.3250952	0.2757478	0.2646410	0.0042963	0.0970611	0.0000069	0.0196641	0.1629470	0.0032064	0.0033897	0.0002277	0.0006295	0.0321820	0.6080830	0.7644540	0.4986622	0.4589968	0.2575252	0.3810254	0.0532409	0.6705768	0.1430780	0.7866872	0.0155394	0.0338784	0.2539412
